X,Y,Licence,CompName,Latitude,Longitude,KBE,GroundElev,SurfLoc,EDCT,RatingLev,LicStatus,LicStatDat,OpSurvProv,auxiliary_,icon_url
,,"0052735",Aspenleaf Energy Limited(A74X),54.889040000000001,-115.180226000000005,1167.099999999999909,1162.799999999999955,10:17:06.000,BWL,J,Issued,03 Feb 1975,,,./0.png
,,"0053264",Response Energy Corporation(0PG9),54.888392000000003,-115.193012999999993,1164.599999999999909,1160.400000000000091,12:17:06.000,BWL,J,RecExempt,31 Dec 1998,,,./0.png
,,"0359780",Aspenleaf Energy Limited(A74X),54.893484000000001,-115.175484999999995,1157.200000000000045,1152.900000000000091,16:17:06.000,"140",J,Amended,11 Jul 2006,,,./0.png
,,"0418894",Aspenleaf Energy Limited(A74X),54.889133999999999,-115.180479000000005,1169.099999999999909,1163.019999999999982,10:17:06.000,"140",J,Issued,26 Feb 2010,,,./0.png
,,"0418895",Aspenleaf Energy Limited(A74X),54.888997000000003,-115.180508000000003,1168.400000000000091,1162.339999999999918,10:17:06.000,"140",J,Issued,26 Feb 2010,,,./0.png
,,"0073617",Aspenleaf Energy Limited(A74X),54.902112000000002,-115.193027999999998,1047.799999999999955,1044.099999999999909,12:20:06.000,BWL,J,Suspension,01 Apr 2015,,,./0.png
,,"0397780",Aspenleaf Energy Limited(A74X),54.905307999999998,-115.194094000000007,1002.299999999999955,997.419999999999959,13:20:06.000,"140",J,Suspension,25 Aug 2015,,,./0.png
,,"0420560",Aspenleaf Energy Limited(A74X),54.901999000000004,-115.192931999999999,1048.299999999999955,1043.000000000000000,12:20:06.000,"140",J,Amended,19 Oct 2010,,,./0.png
,,"0421304",Aspenleaf Energy Limited(A74X),54.901936999999997,-115.193088000000003,1048.299999999999955,1043.000000000000000,12:20:06.000,"140",J,Amended,19 Oct 2010,,,./0.png
,,"0422258",Aspenleaf Energy Limited(A74X),54.902076000000001,-115.192740000000001,1048.599999999999909,1043.299999999999955,12:20:06.000,"140",J,Issued,28 Jul 2010,,,./0.png
,,"0486615",Aspenleaf Energy Limited(A74X),54.898550999999998,-115.171096000000006,1155.299999999999955,1150.299999999999955,08:20:06.000,"140",J,Issued,29 Nov 2017,,,./0.png
,,"0021228",ExxonMobil Canada Ltd.(0057),54.925324000000003,-115.168130000000005,1073.799999999999955,1066.000000000000000,04:33:06.000,BWL,J,RecExempt,10 Oct 1961,,,./0.png
,,"0400469",Aspenleaf Energy Limited(A74X),54.924190000000003,-115.156699000000003,1123.500000000000000,1119.730000000000018,02:33:06.000,"140",J,Abandoned,01 Nov 2008,,,./0.png
,,"0400968",Aspenleaf Energy Limited(A74X),54.924326000000001,-115.157008000000005,1125.400000000000091,1119.660000000000082,02:33:06.000,"140",J,Issued,16 Sep 2008,,,./0.png
,,"0079868",Aspenleaf Energy Limited(A74X),54.910604999999997,-115.167625999999998,1157.799999999999955,1154.099999999999909,04:28:06.000,BWL,J,Abandoned,15 Mar 1980,,,./0.png
,,"0088243",Aspenleaf Energy Limited(A74X),54.910178000000002,-115.168567999999993,1158.799999999999955,1155.099999999999909,04:28:06.000,BWL,J,Issued,14 Jan 1981,,,./0.png
,,"0094642",Aspenleaf Energy Limited(A74X),54.910364999999999,-115.155921000000006,1162.099999999999909,1158.400000000000091,02:28:06.000,BWL,J,Issued,21 Jan 1982,,,./0.png
,,"0394404",Aspenleaf Energy Limited(A74X),54.910179999999997,-115.169852000000006,1159.400000000000091,1154.589999999999918,04:28:06.000,"140",J,Issued,20 Feb 2008,,,./0.png
,,"0394995",Aspenleaf Energy Limited(A74X),54.910133000000002,-115.169470000000004,1159.099999999999909,1153.980000000000018,04:28:06.000,"140",J,Issued,29 Feb 2008,,,./0.png
,,"0397517",Aspenleaf Energy Limited(A74X),54.916500999999997,-115.158394000000001,1136.500000000000000,1134.900000000000091,11:28:06.000,"140",J,Issued,13 Jun 2008,,,./0.png
,,"0397606",Aspenleaf Energy Limited(A74X),54.916398999999998,-115.158118999999999,1136.599999999999909,1135.400000000000091,10:28:06.000,"140",J,Issued,16 Jun 2008,,,./0.png
,,"0459471",Aspenleaf Energy Limited(A74X),54.910237000000002,-115.170384999999996,1159.200000000000045,1154.299999999999955,04:28:06.000,"140",J,Issued,19 Sep 2013,,,./0.png
,,"0087419",Aspenleaf Energy Limited(A74X),54.916265000000003,-115.182627999999994,1054.000000000000000,1050.299999999999955,10:29:06.000,BWL,J,Issued,13 Dec 1980,,,./0.png
,,"0095117",Aspenleaf Energy Limited(A74X),54.910777000000003,-115.181167000000002,1064.400000000000091,1060.900000000000091,02:29:06.000,BWL,J,Issued,16 Feb 1982,,,./0.png
,,"0396999",Aspenleaf Energy Limited(A74X),54.922603000000002,-115.183681000000007,1017.200000000000045,1013.769999999999982,14:29:06.000,"140",J,Suspension,26 Oct 2017,,,./0.png
,,"0418844",Aspenleaf Energy Limited(A74X),54.916562999999996,-115.183195999999995,1051.900000000000091,1046.200000000000045,10:29:06.000,"140",J,Amended,16 Mar 2010,,,./0.png
,,"0419257",Aspenleaf Energy Limited(A74X),54.916483999999997,-115.183322000000004,1052.000000000000000,1046.099999999999909,10:29:06.000,"140",J,Issued,15 Mar 2010,,,./0.png
,,"0021186",ACCEL Canada Holdings Limited(A7ND),54.931826999999998,-115.205888000000002,903.100000000000023,899.200000000000045,10:31:06.000,BWL,J,Issued,11 Aug 1961,,,./0.png
