FAC_ID,FAC_NAME,OP_BA_ID,OPERATOR,SUB_CODE,FAC_SUB_TY,LIC_NUMBER,LIC_TYPE,EDCT_TYPE,EDCT_DESCR,LIC_BA_ID,LICENSEE,FAC_STATUS,LOC_SOURCE,icon_url
ABBT0044271,Pc Swan Hill 12-31,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"28301",F,"320",Oil Single Bty <1t/d,A7L1,Razor Energy Corp.,Suspended,Facility Licence,./0.png
ABBT0046304,Petro Canada Swan Hills 10-28,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"14644",F,"320",Oil Single Bty <1t/d,A7L1,Razor Energy Corp.,Active,Facility Licence,./0.png
ABBT0062160,Aog Etal Swan Hills 14-35,0HE9,Canadian Natural Resources Limited,"311",Crude Oil Single-Well Battery,"14753",F,"320",Oil Single Bty <1t/d,A7G2,Ridgeback Resources Inc.,Suspended,Facility Licence,./0.png
ABBT0076081,Samson Swan Hills 10-12,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"14672",F,"321",Oil Multi Bty <1t/d,A7L1,Razor Energy Corp.,Suspended,Facility Licence,./0.png
ABBT0079843,Swan Hills 11-27-66-11w5m Gas Multi,A663,Trident Exploration (Alberta) Corp.,"361",Gas Multiwell Group Battery,"30119",F,"020",Gas Multi Bty <0.01,0HE9,Canadian Natural Resources Limited,Suspended,Facility Licence,./0.png
ABBT0081811,Acl Hm Swb 10(11)-15-070-11w5/3,A6A7,Cardinal Energy Ltd.,"311",Crude Oil Single-Well Battery,"38740",F,"320",Oil Single Bty <1t/d,A6A7,Cardinal Energy Ltd.,Active,Facility Licence,./0.png
ABBT0082093,Swan Hills 10-12-67-11w5,A7L1,Razor Energy Corp.,"322",Crude Oil Multiwell Proration Battery,"14672",F,"321",Oil Multi Bty <1t/d,A7L1,Razor Energy Corp.,Suspended,Facility Licence,./0.png
ABBT0111760,Pennwest Swan Hills,A7L1,Razor Energy Corp.,"321",Crude Oil Multiwell Group Battery,"42188",F,"350",Oil Satellite <1t/d,A7L1,Razor Energy Corp.,Suspended,Facility Licence,./0.png
ABBT0107820,Pennwest Swan Hills,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"41101",F,"320",Oil Single Bty <1t/d,A7L1,Razor Energy Corp.,Active,Facility Licence,./0.png
ABBT0110946,Pengrowth House Mtn 4-30-69-10w5,A7N3,Acquisition Oil Corp.,"321",Crude Oil Multiwell Group Battery,"42107",F,"321",Oil Multi Bty <1t/d,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABBT0124270,Pbn Et Al Swanh 8-16-69-9,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"45460",F,"321",Oil Multi Bty <1t/d,A7G2,Ridgeback Resources Inc.,Suspended,Facility Licence,./0.png
ABBT0129852,10-35 Proration Mwb,A7N3,Acquisition Oil Corp.,"322",Crude Oil Multiwell Proration Battery,"39105",F,"030",Oil Multi Bty <0.01,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABBT0133367,Penn West Swan Hills 10-10 Oswb,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"47399",F,"320",Oil Single Bty <1t/d,A7L1,Razor Energy Corp.,Suspended,Facility Licence,./0.png
ABBT0119584,Pennwest Swan Hills,A7L1,Razor Energy Corp.,"321",Crude Oil Multiwell Group Battery,"43746",F,"350",Oil Satellite <1t/d,A7L1,Razor Energy Corp.,Suspended,Facility Licence,./0.png
ABBT0121690,Cpec Swan Hills 3-36-67-11w5,A7N3,Acquisition Oil Corp.,"322",Crude Oil Multiwell Proration Battery,"44491",F,"030",Oil Multi Bty <0.01,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABBT0122325,Cpec Swan Hills 14-09-069-10w5,A2J6,Crescent Point Energy Corp.,"322",Crude Oil Multiwell Proration Battery,"44640",F,"030",Oil Multi Bty <0.01,A7N3,Acquisition Oil Corp.,Suspended,Facility Licence,./0.png
ABBT0145308,Cpec Swanhills 14-09-069-10w5,A7N3,Acquisition Oil Corp.,"322",Crude Oil Multiwell Proration Battery,"44640",F,"030",Oil Multi Bty <0.01,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABBT0125008,Pbn Hz Swanh 4-34-68-09w5,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"45602",F,"350",Oil Satellite <1t/d,A7G2,Ridgeback Resources Inc.,Suspended,Facility Licence,./0.png
ABBT0127103,Pbn Swanh 08-17-69-09w5 Mwob,A7G2,Ridgeback Resources Inc.,"322",Crude Oil Multiwell Proration Battery,"45460",F,"321",Oil Multi Bty <1t/d,A7G2,Ridgeback Resources Inc.,Active,Facility Licence,./0.png
ABBT0131305,Penn West Swan Hills 10-31 Oswb,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"46937",F,"320",Oil Single Bty <1t/d,A7L1,Razor Energy Corp.,Active,Facility Licence,./0.png
ABBT0131730,Lts Deer Mtn 6-3-69-9w5 Mwob,A7G2,Ridgeback Resources Inc.,"322",Crude Oil Multiwell Proration Battery,"46973",F,"321",Oil Multi Bty <1t/d,A7G2,Ridgeback Resources Inc.,Active,Facility Licence,./0.png
ABBT0132020,Cpec Swanhills 14-09-069-10w5,A2J6,Crescent Point Energy Corp.,"321",Crude Oil Multiwell Group Battery,"44640",F,"030",Oil Multi Bty <0.01,A7N3,Acquisition Oil Corp.,Suspended,Facility Licence,./0.png
ABBT8870020,Swan Hills 10-19-68-8w5,A74X,Aspenleaf Energy Limited,"322",Crude Oil Multiwell Proration Battery,"14740",F,"030",Oil Multi Bty <0.01,A74X,Aspenleaf Energy Limited,Active,Facility Licence,./0.png
ABBT8870059,Pci Swan Hills 10-15,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"38463",F,"320",Oil Single Bty <1t/d,A7L1,Razor Energy Corp.,Active,Facility Licence,./0.png
ABBT8870091,Colin Swan H Inverness 10-17,A7N3,Acquisition Oil Corp.,"322",Crude Oil Multiwell Proration Battery,"14760",F,"030",Oil Multi Bty <0.01,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABBT8870123,Arcan Swanhills 3-32 Bty,A74X,Aspenleaf Energy Limited,"322",Crude Oil Multiwell Proration Battery,"14507",F,"030",Oil Multi Bty <0.01,A74X,Aspenleaf Energy Limited,Active,Facility Licence,./0.png
ABBT8870130,Swanhills 11-18-67-10w5 Bty #1,0HE9,Canadian Natural Resources Limited,"322",Crude Oil Multiwell Proration Battery,"14659",F,"421",Oil Multi Bty >=1t/d,0HE9,Canadian Natural Resources Limited,Active,Facility Licence,./0.png
ABBT8870138,Amoco Ap-1 Swanh 10-12,A7L1,Razor Energy Corp.,"322",Crude Oil Multiwell Proration Battery,"14672",F,"321",Oil Multi Bty <1t/d,A7L1,Razor Energy Corp.,Suspended,Facility Licence,./0.png
ABBT0141903,Acl House Mountain 12-12-070-11w5,A6A7,Cardinal Energy Ltd.,"321",Crude Oil Multiwell Group Battery,"49209",F,"321",Oil Multi Bty <1t/d,A6A7,Cardinal Energy Ltd.,Active,Facility Licence,./0.png
ABBT8870076,Pci Swan Hills Bty 10-32,A7L1,Razor Energy Corp.,"322",Crude Oil Multiwell Proration Battery,"14647",F,"421",Oil Multi Bty >=1t/d,A7L1,Razor Energy Corp.,Active,Facility Licence,./0.png
ABBT8870128,Shell Swan Hills Bty 4-9,A6A7,Cardinal Energy Ltd.,"322",Crude Oil Multiwell Proration Battery,"14996",F,"321",Oil Multi Bty <1t/d,A6A7,Cardinal Energy Ltd.,Active,Facility Licence,./0.png
ABBT8870134,Swan Hills 5-34-66-10w5,0HE9,Canadian Natural Resources Limited,"322",Crude Oil Multiwell Proration Battery,"14523",F,"421",Oil Multi Bty >=1t/d,0HE9,Canadian Natural Resources Limited,Active,Facility Licence,./0.png
ABBT8870140,Chauvco Swan Hills Unit 1,A7N3,Acquisition Oil Corp.,"322",Crude Oil Multiwell Proration Battery,"14860",F,"321",Oil Multi Bty <1t/d,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABCS0014657,Pengrowth Corporation,0HE9,Canadian Natural Resources Limited,"601",Compressor Station,"14657",F,"440",Compressor Stn >=1t/d,0HE9,Canadian Natural Resources Limited,Active,Facility Licence,./0.png
ABBT0147139,Aspenleaf 04-25-67-09w5,A74X,Aspenleaf Energy Limited,"322",Crude Oil Multiwell Proration Battery,"50260",F,"030",Oil Multi Bty <0.01,A74X,Aspenleaf Energy Limited,Active,Facility Licence,./0.png
ABCS0021443,Pengrowth Corporation,0HE9,Canadian Natural Resources Limited,"601",Compressor Station,"21443",F,"340",Compressor Stn <1t/d,0HE9,Canadian Natural Resources Limited,Abandoned,Facility Licence,./0.png
ABBT0153339,Rbr Deer 01-36-068-09w5 Mwob,A7G2,Ridgeback Resources Inc.,"322",Crude Oil Multiwell Proration Battery,"43208",F,"030",Oil Multi Bty <0.01,A7G2,Ridgeback Resources Inc.,Active,Facility Licence,./0.png
ABCS0021680,Pengrowth Corporation,0HE9,Canadian Natural Resources Limited,"601",Compressor Station,"21680",F,"340",Compressor Stn <1t/d,0HE9,Canadian Natural Resources Limited,Abandoned,Facility Licence,./0.png
ABBT8870058,Samson Swan Hills Bty 2-36,A7L1,Razor Energy Corp.,"322",Crude Oil Multiwell Proration Battery,"14670",F,"321",Oil Multi Bty <1t/d,A7L1,Razor Energy Corp.,Active,Facility Licence,./0.png
ABBT8870120,Chauvco Swan Hills 4-6,A7N3,Acquisition Oil Corp.,"321",Crude Oil Multiwell Group Battery,"31666",F,"030",Oil Multi Bty <0.01,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABBT8870141,Swan Hills 2-23-67-10w5,0HE9,Canadian Natural Resources Limited,"322",Crude Oil Multiwell Proration Battery,"14665",F,"421",Oil Multi Bty >=1t/d,0HE9,Canadian Natural Resources Limited,Active,Facility Licence,./0.png
ABBT8870029,Surat Swan Hills 12-23,A2PZ,KinMerc Oil & Gas Inc.,"322",Crude Oil Multiwell Proration Battery,"14673",F,"030",Oil Multi Bty <0.01,0ND1,Surat Energy Inc.,Suspended,Facility Licence,./0.png
ABBT8870060,Comaplex Swan Hills Bty 4-8,A7N3,Acquisition Oil Corp.,"322",Crude Oil Multiwell Proration Battery,"14755",F,"030",Oil Multi Bty <0.01,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABBT8870112,Accel Deer Mountain #1 Bty 4-7,A7ND,ACCEL Canada Holdings Limited,"322",Crude Oil Multiwell Proration Battery,"14831",F,"321",Oil Multi Bty <1t/d,A7ND,ACCEL Canada Holdings Limited,Active,Facility Licence,./0.png
ABBT8870177,Pci Swan Hills 10-3,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"38462",F,"320",Oil Single Bty <1t/d,A7L1,Razor Energy Corp.,Active,Facility Licence,./0.png
ABCT0000427,Cdn Crude Ct Plant,0NZ1,Tervita Corporation,"611",Custom Treating Facility,"14661",F,"080",Custom Treat <0.01,0NZ1,Tervita Corporation,Suspended,Facility Licence,./0.png
ABCS0014830,Conoco Canada Resources Limited,A5D4,Cenovus Energy Inc.,"601",Compressor Station,"14830",F,"040",Compressor Stn <0.01,A5K1,Cona Resources Ltd.,Suspended,Facility Licence,./0.png
ABGP0001479,Pengrowth Swan Hills,A7ND,ACCEL Canada Holdings Limited,"404",Gas Plant Acid Gas Injection,"14657",F,"440",Compressor Stn >=1t/d,0HE9,Canadian Natural Resources Limited,Suspended,Facility Licence,./0.png
ABGS0002534,Penn West Swan Hills,A7L1,Razor Energy Corp.,"621",Gas Gathering System,"14647",F,"421",Oil Multi Bty >=1t/d,A7L1,Razor Energy Corp.,Active,Facility Licence,./0.png
ABCS0021440,Pengrowth Corporation,0HE9,Canadian Natural Resources Limited,"601",Compressor Station,"21440",F,"340",Compressor Stn <1t/d,0HE9,Canadian Natural Resources Limited,Abandoned,Facility Licence,./0.png
ABIF0007571,Dekalb Swan Hills,A7L1,Razor Energy Corp.,"501",Enhanced Recovery Scheme,"14645",F,"090",Inj/Disp Water <0.01,A7L1,Razor Energy Corp.,Active,Facility Licence,./0.png
ABIF0007576,Enerplus Swan Hills,0AW4,Paramount Resources Ltd.,"501",Enhanced Recovery Scheme,"14769",F,"090",Inj/Disp Water <0.01,0AW4,Paramount Resources Ltd.,Suspended,Facility Licence,./0.png
ABIF0009870,Swan Hills Unit #1 Sf 12-16-67-10w5,0HE9,Canadian Natural Resources Limited,"501",Enhanced Recovery Scheme,"14655",F,"090",Inj/Disp Water <0.01,0HE9,Canadian Natural Resources Limited,Active,Facility Licence,./0.png
ABGP0001192,Swan Hills,A6A7,Cardinal Energy Ltd.,"402",Gas Plant Acid Gas Flaring < 1 T/D Sulphur,"14994",F,"300",Gas Plant <1t/d,A6A7,Cardinal Energy Ltd.,Active,Facility Licence,./0.png
ABGP0001423,Star Swan Hills,A7N3,Acquisition Oil Corp.,"401",Gas Plant Sweet,"31225",F,"300",Gas Plant <1t/d,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABIF0007805,Ranchmen's Swan Hills Wf,A74X,Aspenleaf Energy Limited,"501",Enhanced Recovery Scheme,"14742",F,"090",Inj/Disp Water <0.01,A74X,Aspenleaf Energy Limited,Active,Facility Licence,./0.png
ABIF0140566,Lts Deer 4-2-69-9w5 Eor Gas Inj,A7G2,Ridgeback Resources Inc.,"501",Enhanced Recovery Scheme,"46973",F,"321",Oil Multi Bty <1t/d,A7G2,Ridgeback Resources Inc.,Active,Facility Licence,./0.png
ABIF0007892,Amoco Swan Hills A &b 124,A7L1,Razor Energy Corp.,"501",Enhanced Recovery Scheme,"14671",F,"090",Inj/Disp Water <0.01,0BP8,Obsidian Energy Ltd.,Suspended,Facility Licence,./0.png
ABIF0140629,100/04-21-068-10w5 Water Disp Well,A7N3,Acquisition Oil Corp.,"503",Disposal,"14760",F,"030",Oil Multi Bty <0.01,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABIF0008408,Colgas Et Al Swan Hills 7-11,A7N3,Acquisition Oil Corp.,"501",Enhanced Recovery Scheme,"14854",F,"090",Inj/Disp Water <0.01,A7N3,Acquisition Oil Corp.,Suspended,Facility Licence,./0.png
ABIF0127081,Cp Swanhills 02-15-068-11w5 Wd,A2J6,Crescent Point Energy Corp.,"503",Disposal,"46010",F,"090",Inj/Disp Water <0.01,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABGS0006413,Vintage Genisis Swan Hills 10-20,A2PZ,KinMerc Oil & Gas Inc.,"621",Gas Gathering System,"26903",F,"020",Gas Multi Bty <0.01,A2PZ,KinMerc Oil & Gas Inc.,Abandoned,Facility Licence,./0.png
ABIF0151386,Swan Hills Unit #1 Sf 12-16-67-10w5,0HE9,Canadian Natural Resources Limited,"503",Disposal,"14655",F,"090",Inj/Disp Water <0.01,0HE9,Canadian Natural Resources Limited,Active,Facility Licence,./0.png
ABGS0079801,Swan Hills Ggs 11-27-66-11w5m,A663,Trident Exploration (Alberta) Corp.,"621",Gas Gathering System,"30119",F,"020",Gas Multi Bty <0.01,0HE9,Canadian Natural Resources Limited,Suspended,Facility Licence,./0.png
ABIF0007435,Arcan  Morse River Unit #1,A74X,Aspenleaf Energy Limited,"501",Enhanced Recovery Scheme,"14509",F,"090",Inj/Disp Water <0.01,A74X,Aspenleaf Energy Limited,Active,Facility Licence,./0.png
ABIF0081739,11-27-66-11 Water Injection,A663,Trident Exploration (Alberta) Corp.,"503",Disposal,"30119",F,"020",Gas Multi Bty <0.01,0HE9,Canadian Natural Resources Limited,Suspended,Facility Licence,./0.png
ABIF0007344,Neutrino Swan Hills,A7N3,Acquisition Oil Corp.,"501",Enhanced Recovery Scheme,"14754",F,"090",Inj/Disp Water <0.01,A7N3,Acquisition Oil Corp.,Suspended,Facility Licence,./0.png
ABIF0140630,100/12-22-069-10w5 Water Disp Well,A7N3,Acquisition Oil Corp.,"503",Disposal,"14860",F,"321",Oil Multi Bty <1t/d,A7N3,Acquisition Oil Corp.,Active,Facility Licence,./0.png
ABIF0156400,Rbr Deer Deer 06-03-069-09w5 Eor,A7G2,Ridgeback Resources Inc.,"501",Enhanced Recovery Scheme,"51930",F,"091",Inj/Disp EOR <0.01,A7G2,Ridgeback Resources Inc.,Active,Facility Licence,./0.png
ABIF0140183,Lts Deer 102/12-10-69-9w5 Eor,A7G2,Ridgeback Resources Inc.,"501",Enhanced Recovery Scheme,"49067",F,"091",Inj/Disp EOR <0.01,A7G2,Ridgeback Resources Inc.,Active,Facility Licence,./0.png
ABBT0040141,Cnw Swan Hills 16-27,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0138789",W,,,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT0040194,Surat Swan Hills 11-23,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0139467",W,,,A7G2,Ridgeback Resources Inc.,Suspended,Well Licence,./0.png
ABBT0041371,Ammin Pcp Adams 16-5,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0142673",W,,,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0045455,Accel Energy Swan H,A7ND,ACCEL Canada Holdings Limited,"311",Crude Oil Single-Well Battery,"0153341",W,,,A7ND,ACCEL Canada Holdings Limited,Active,Well Licence,./0.png
ABBT0046887,Colin Swan H 12-1,A7ND,ACCEL Canada Holdings Limited,"311",Crude Oil Single-Well Battery,"0025678",W,,,A7ND,ACCEL Canada Holdings Limited,Suspended,Well Licence,./0.png
ABBT0044667,Home Swan Hills 2-5-68-10 Battery,0HE9,Canadian Natural Resources Limited,"311",Crude Oil Single-Well Battery,"0021390",W,,,0HE9,Canadian Natural Resources Limited,Suspended,Well Licence,./0.png
ABBT0045714,Surat Swan Hills 2-5,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0067340",W,,,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0047661,Colin Et Al Swan Hills,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0070994",W,,,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT0047660,Colin Et Al Swan Hills,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0071660",W,,,A7G2,Ridgeback Resources Inc.,Suspended,Well Licence,./0.png
ABBT0049916,Colin Et Al Deer Mtn 07-13,0LP5,International Colin Energy Corporation,"311",Crude Oil Single-Well Battery,"0153674",W,,,A7ND,ACCEL Canada Holdings Limited,Suspended,Well Licence,./0.png
ABBT0061820,Berkley House Mountain 1-23,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0231866",W,,,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0066791,Apache House Mountain,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0082191",W,"280",Single Well <0.01,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0068255,Apache House Mountain Swan Hills 12-,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0027795",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0068630,Star Oil And Gas Inverness Swan Hill,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0022048",W,,,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT0062384,Berkley Et Al Swan Hills 10-26,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0131878",W,,,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0066961,Apache House Mountain 12-33,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0028138",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0067072,Devon Swan Hills 07-24,0HE9,Canadian Natural Resources Limited,"351",Gas Single-Well Battery,"0254541",W,"140",Single Well 0.00,0HE9,Canadian Natural Resources Limited,Suspended,Well Licence,./0.png
ABBT0064056,Inverness 2-28,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0023896",W,,,A7N3,Acquisition Oil Corp.,Suspended,Well Licence,./0.png
ABBT0064619,Swan Hills 4-27,A7L1,Razor Energy Corp.,"351",Gas Single-Well Battery,"0024752",W,,,A7L1,Razor Energy Corp.,Suspended,Well Licence,./0.png
ABBT0067000,Apache House Mountain 13-32,0AW4,Paramount Resources Ltd.,"341",Crude Bitumen Multiwell Group Battery,"0028926",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0066281,Apache House Mountain 14-04,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0257874",W,"280",Single Well <0.01,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0067396,Vintage Genisis Swan Hills 10-20,A2PZ,KinMerc Oil & Gas Inc.,"361",Gas Multiwell Group Battery,"0255984",W,"140",Single Well 0.00,A2PZ,KinMerc Oil & Gas Inc.,Suspended,Well Licence,./0.png
ABBT0081885,Acl Swb 2-32(bh16-29)-70-11w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0026242",W,"280",Single Well <0.01,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0082526,Acl House Mountain 07-12-069-10w5,A6A7,Cardinal Energy Ltd.,"311",Crude Oil Single-Well Battery,"0310771",W,"280",Single Well <0.01,A6A7,Cardinal Energy Ltd.,Active,Well Licence,./0.png
ABBT0079390,Acl Swan Hills 10-18-070-10w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0027362",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0080063,Acl Swan Hills 100/02-17-070-10w5/00,A6A7,Cardinal Energy Ltd.,"311",Crude Oil Single-Well Battery,"0027398",W,,,A6A7,Cardinal Energy Ltd.,Active,Well Licence,./0.png
ABBT0088295,981384 Virg 100/04-23-066-12w5/00,A663,Trident Exploration (Alberta) Corp.,"351",Gas Single-Well Battery,"0340537",W,"140",Single Well 0.00,A663,Trident Exploration (Alberta) Corp.,Suspended,Well Licence,./0.png
ABBT0088652,12-21-068-11w5 (dh14-21) Acl,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0334691",W,"370",Multi Well Pad <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0088661,12-21-068-11w5 (dh 16-20) Acl,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0334684",W,"370",Multi Well Pad <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0077922,Bounty Et Al Swan Hills 11-24-70-12,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0286992",W,"280",Single Well <0.01,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT0089152,Acl 10-31-070-11w5/0,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0028071",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0083460,12-23 Surat Swan Hills,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0111470",W,,,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0078369,Enterra Swan Hills 10-24-070-12w5hz,A5RZ,Equal Energy Ltd.,"311",Crude Oil Single-Well Battery,"0289076",W,"140",Single Well 0.00,A6CG,Highwood Oil Company Ltd.,Suspended,Well Licence,./0.png
ABBT0083558,Apahce House Mountain 10-34-69-10w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0025903",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0091166,Arcan Swan Hills 15-29-68-8w5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0351997",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0091229,Celtic  Swan Hills 2-2-68-09w5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0356528",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0092036,981384 Et Al Hz Swan 13-32-66-11w503,A663,Trident Exploration (Alberta) Corp.,"351",Gas Single-Well Battery,"0344998",W,"140",Single Well 0.00,A663,Trident Exploration (Alberta) Corp.,Suspended,Well Licence,./0.png
ABBT0080058,Acl Swan Hills 12-06-070-09w500,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0026452",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0080062,Acl Swan Hills 100/02-34-068-11w5/00,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0284903",W,"140",Single Well 0.00,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0081664,Acl Housemountain Swb 12-09-70-10w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0027217",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0093038,Acl Swan Hills 04-22-070-11w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0028120",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0086484,Hm046 08-03-069-11w5(02-03-069-11w5),0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0332371",W,"280",Single Well <0.01,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0093385,Swb Hm 02-07-070-10w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0025975",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0087388,10-33-068-11w5(08-33) Acl,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0332048",W,"360",Single Well <0.3,0AW4,Paramount Resources Ltd.,Suspended,Well Licence,./0.png
ABBT0082383,Swb House Mountain 0/10-29-070-11w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0027828",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0082841,Apache Swb 2-20-70-11w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0025777",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0097808,Celtic Swanh 4-2-68-9w502,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0356528",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Active,Well Licence,./0.png
ABBT0091167,Arcan Deer Mountain 12-21-68-08w5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0099339",W,,,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0091464,Hm  (2-12) 14-01-069-10w5/02 Bhl,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0041999",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0086692,Colin Et Al Swanh 10-13-069-09w5,A5G3,ConocoPhillips Canada Resources Corp.,"311",Crude Oil Single-Well Battery,"0025474",W,,,A7ND,ACCEL Canada Holdings Limited,Suspended,Well Licence,./0.png
