X,Y,CGNDB_ID,GEONAME,LANGUAGE,SYLLABIC,GENERIC,CATEGORY,CONCISE,FEATURE_ID,LOCATION,PROV_TERR,REL_SCALE,DECISION,SOURCE,icon_url
-117.9111111,52.7086111,IASNO,16 1/2 Mile Lake,Undetermined,,Lake,Water Feature,LAKE,96b3b559c6cb11d892e2080020a0f4c9,,Alberta,"50000",2002-09-21,Alberta Culture and Tourism,./0.png
-110.525,56.7513889,IASKY,3 Channels Area,Undetermined,,Channel,Water Feature,RIV,0cadee42849c20c3720fa00943b2bd5d,26-89-4-W4,Alberta,"50000",1991-09-04,Alberta Culture and Tourism,./0.png
-110.8905556,56.305,IASLL,49 Lake,Undetermined,,Lake,Water Feature,LAKE,0cadf192849c20c37fc96b661f70d643,"21,28-84-6-W4",Alberta,"50000",1991-09-04,Alberta Culture and Tourism,./0.png
-110.9436111,56.3138889,IASLJ,51 Lake,Undetermined,,Lake,Water Feature,LAKE,0cadf110849c20c379b76a56fd1654d6,30-84-6-W4,Alberta,"50000",1991-09-04,Alberta Culture and Tourism,./0.png
-110.9894444,56.3522222,IASLM,54 Lake,Undetermined,,Lake,Water Feature,LAKE,0cadf1d3849c20c337cb903525c1ad2c,2-11-85-7-W4,Alberta,"50000",1991-09-04,Alberta Culture and Tourism,./0.png
-110.9938889,56.3661111,IASLK,55 Lake,Undetermined,,Lake,Water Feature,LAKE,0cadf150849c20c317a686a4a08e391a,14-85-7-W4,Alberta,"50000",1991-09-04,Alberta Culture and Tourism,./0.png
-111.476111,59.525278,IBACK,ɂejere K'elni Kųe 196I,Undetermined,,Indian Reserve,Administrative Area,IR,82cc9304ee064ae68d45d70858b0ef59,,Alberta,"50000",2009-12-14,Indigenous and Northern Affairs Canada,./1.png
-112.5772222,57.7605555,IASTP,A-H Lake,Undetermined,,Lake,Water Feature,LAKE,0cae0f3a849c20c34e38129276e2a29a,17-101-16-W4,Alberta,"50000",1991-09-23,Alberta Culture and Tourism,./0.png
-114.93333,51.05,IAPUX,Abbeydale,Undetermined,,Urban Community,Populated Place,UNP,52649a39bbe111d892e2080020a0f4c9,Calgary,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-116.2872222,51.3638889,IAPUY,Abbot Pass,Undetermined,,Pass,Terrain Feature,VALL,75133bebba3411d892e2080020a0f4c9,28-17-W5,Alberta,"50000",1952-04-03,Alberta Culture and Tourism,./3.png
-116.28917,51.363611,IATZR,Abbot Pass Refuge Cabin National Historic Site of Canada,Undetermined,,National Historic Site,Administrative Area,PARK,73e3204cba3411d892e2080020a0f4c9,,Alberta,"1000000",2001-01-12,Parks Canada,./1.png
-118.9980556,53.9172223,IAPVA,Abbott Creek,Undetermined,,Creek,Water Feature,RIV,0c89a9f1849c20c316cdebb1c251facf,57-7-W6,Alberta,"50000",1947-09-04,Alberta Culture and Tourism,./0.png
-113.38333,53.566667,IAPUZ,Abbottsfield,Undetermined,,Urban Community,Populated Place,UNP,526bc62abbe111d892e2080020a0f4c9,Edmonton,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-113.0277778,54.2377778,IAECP,Abee,Undetermined,,Hamlet,Populated Place,UNP,0c841a31849c20c322b15794ef462391,1-61-21-W4,Alberta,"250000",1945-12-08,Alberta Culture and Tourism,./2.png
-116.2430556,51.3847223,IAQVM,Aberdeen Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,8affa514c6cb11d892e2080020a0f4c9,,Alberta,"50000",1985-01-21,Alberta Culture and Tourism,./4.png
-111.4861111,54.1083333,IAPVD,Abilene,Undetermined,,Locality,Populated Place,UNP,0cffd6c5849c20c34f5d9ccee4f349ec,18-59-10-W4,Alberta,"250000",1950-07-06,Alberta Culture and Tourism,./2.png
-116.4272222,52.2236111,IAECR,Abraham Lake,Undetermined,,Lake,Water Feature,LAKE,0c841ad5849c20c30a140ce52972183b,"37,38-17,18-W5",Alberta,"1000000",1975-10-30,Alberta Culture and Tourism,./0.png
-114.0402778,50.8566667,IAPVF,Academy,Undetermined,,Locality,Populated Place,UNP,0c89aa71849c20c3e1968309eed9bb24,10-22-1-W5,Alberta,"250000",1940-01-19,Alberta Culture and Tourism,./2.png
-110.4,51.2,IAPVH,Acadia,Undetermined,,Former Locality,Populated Place,UNP,c1976744c6cd11d892e2080020a0f4c9,7-26-3-W4,Alberta,"50000",1988-12-31,Alberta Culture and Tourism,./2.png
-114.05,50.966667,IAPVG,Acadia,Undetermined,,Urban Community,Populated Place,UNP,5273674bbbe111d892e2080020a0f4c9,Calgary,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-110.2097222,51.1569445,IAPVI,Acadia Valley,Undetermined,,Hamlet,Populated Place,UNP,0cffd708849c20c34b9349ffcf334414,27-25-2-W4,Alberta,"1000000",1951-11-01,Alberta Culture and Tourism,./2.png
-113.7747222,53.5502778,IAPVJ,Acheson,Undetermined,,Locality,Populated Place,UNP,0d0b0db3849c20c3a3597b3ef475dce7,4-53-26-W4,Alberta,"250000",1974-12-31,Alberta Culture and Tourism,./2.png
-113.5086111,51.4972222,IAPVO,Acme,Undetermined,,Village,Populated Place,VILG,6ba45943d05511d892e2080020a0f4c9,19-29-25-W4,Alberta,"1000000",1995-01-01,Alberta Culture and Tourism,./2.png
-117.7330556,59.0769444,IAECS,Adair Creek,Undetermined,,Creek,Water Feature,RIV,0c841a93849c20c32688774e296c6168,116-22-W5,Alberta,"250000",1944-11-06,Alberta Culture and Tourism,./0.png
-114.1566667,49.9744444,IAPVL,Adair Creek,Undetermined,,Creek,Water Feature,RIV,0c89aaf3849c20c319d368c7d92e2025,"1-12-1,2-W5",Alberta,"250000",1941-12-17,Alberta Culture and Tourism,./0.png
-115.3472222,55.2138889,IAPVN,Adams Creek,Undetermined,,Creek,Water Feature,RIV,0c89ab3e849c20c33022045ee8b5323c,9-72-9-W5,Alberta,"250000",1945-12-08,Alberta Culture and Tourism,./0.png
-118.5530556,53.6911111,IAPVM,Adams Creek,Undetermined,,Creek,Water Feature,RIV,0c89aab3849c20c3c27f9c79cc608b0a,54-4-W6,Alberta,"250000",1955-02-02,Alberta Culture and Tourism,./0.png
-118.6916667,53.7472223,IAPVP,Adams Creek Trail,Undetermined,,Trail,Constructed Feature,ROAD,a13588e7d05411d892e2080020a0f4c9,"54,55-4,5-W6",Alberta,"250000",1980-09-10,Alberta Culture and Tourism,./5.png
-114.4847222,52.0683333,IBACW,Adams Lake,Undetermined,,Lake,Water Feature,LAKE,794f9cfc0a001204176e8e7659e466c6,"2,3,10-36-4-W5",Alberta,"50000",2012-11-19,Alberta Culture and Tourism,./0.png
-115.0769444,58.3894444,IAECT,Adams Landing,Undetermined,,Locality,Populated Place,UNP,0c841b18849c20c366cf45e7f3efe0c3,108-7-W5,Alberta,"250000",1944-07-12,Alberta Culture and Tourism,./2.png
-118.5680556,53.7258333,IAPVQ,Adams Lookout,Undetermined,,Lookout,Terrain Feature,MTN,0c89ab81849c20c322eb0da7529e7ce2,55-4-W6,Alberta,"250000",1955-02-02,Alberta Culture and Tourism,./3.png
-112.9258333,53.6152778,IAPVR,Adamson Lake,Undetermined,,Lake,Water Feature,LAKE,0c89ac04849c20c3dd16e680d56dae09,53-20-W4,Alberta,"250000",1957-08-01,Alberta Culture and Tourism,./0.png
-119.35,54.133333,IAPVS,Adelade Creek,Undetermined,,Creek,Water Feature,RIV,0c89abc2849c20c33f3b624ddfe3c5f5,59-10-W6,Alberta,"250000",1950-05-04,Alberta Culture and Tourism,./0.png
-111.2986111,49.0247222,IAPVT,Aden,Undetermined,,Locality,Populated Place,UNP,0c89ac44849c20c35f5c75963a4fc014,8-1-10-W4,Alberta,"250000",1947-03-13,Alberta Culture and Tourism,./2.png
-119.0633333,53.8538889,IAPVV,Adolphus Creek,Undetermined,,Creek,Water Feature,RIV,0c89ac85849c20c30d6cacae185b4b7d,56-8-W6,Alberta,"50000",1953-03-05,Alberta Culture and Tourism,./0.png
-119.1177778,53.1711111,IAPVW,Adolphus Lake,Undetermined,,Lake,Water Feature,LAKE,0cffd749849c20c3e75796fadcea6ebd,48-8-W6,Alberta,"50000",1956-08-02,Alberta Culture and Tourism,./0.png
-113.1458333,53.1141667,IAPVY,Adrian Lake,Undetermined,,Lake,Water Feature,LAKE,0c89acc6849c20c34fa47bd0b51779c8,48-22-W4,Alberta,"250000",1950-05-02,Alberta Culture and Tourism,./0.png
-120.0013889,57.1852778,IAQPP,Adskwatim Creek,Undetermined,,Creek,Water Feature,RIV,7547925fba3411d892e2080020a0f4c9,94-13-W6,Alberta,"250000",1924-05-06,Alberta Culture and Tourism,./0.png
-112.6213889,51.4180556,IAPWA,Aerial,Undetermined,,Former Post Office,Populated Place,UNP,c1a1ee95c6cd11d892e2080020a0f4c9,28-19-W4,Alberta,"50000",1988-12-31,Alberta Culture and Tourism,./2.png
-113.24,49.1338889,IAPWB,Aetna,Undetermined,,Hamlet,Populated Place,UNP,0cffd78a849c20c3026757885415b896,23-2-25-W4,Alberta,"250000",1954-07-08,Alberta Culture and Tourism,./2.png
-113.1930556,49.1716666,IAPWE,Aetna Creek,Undetermined,,Creek,Water Feature,RIV,0c89ad08849c20c36a83f011a04e3892,31-2-24-W4,Alberta,"250000",1942-09-07,Alberta Culture and Tourism,./0.png
-110.1697222,54.4344444,IAPWF,African Lake,Undetermined,,Lake,Water Feature,LAKE,0c89ad89849c20c310a9795ab7055954,12-63-2-W4,Alberta,"250000",1950-07-06,Alberta Culture and Tourism,./0.png
-116.9863889,52.2997222,IAPWG,Afternoon Peak,Undetermined,,Peak,Terrain Feature,MTN,0c89ad49849c20c322d4b0642c422c1d,"38-21,22-W5",Alberta,"250000",1935-03-05,Alberta Culture and Tourism,./3.png
-110.1647222,58.2208333,IAPWH,Agar Lake,Undetermined,,Lake,Water Feature,LAKE,0c89ae0d849c20c3dc107d5efcd13f24,"106-1,2-W4",Alberta,"250000",1954-06-03,Alberta Culture and Tourism,./0.png
-111.3038889,50.1483334,IAPWI,Agatha,Undetermined,,Locality,Populated Place,UNP,0c89adcb849c20c3a9f0402b24366a8c,4-14-10-W4,Alberta,"50000",1928-12-31,Alberta Culture and Tourism,./2.png
-116.6416667,55.4513889,IAPWJ,Aggie,Undetermined,,Locality,Populated Place,UNP,0c89ae4d849c20c36c63f0d1dfc31530,36-74-18-W5,Alberta,"50000",1947-09-04,Alberta Culture and Tourism,./2.png
-114.9680556,54.9133333,IAPWK,Agnes Lake,Undetermined,,Lake,Water Feature,LAKE,0cffd7cd849c20c30a51bcd3eda7a23f,"26,27-68-7-W5",Alberta,"250000",1980-02-28,Alberta Culture and Tourism,./0.png
-112.5244444,55.8077778,IAQFM,Agnes Lake,Undetermined,,Lake,Water Feature,LAKE,0c89d0f1849c20c3188aca5dba2ecb40,78-17-W4,Alberta,"250000",1945-12-08,Alberta Culture and Tourism,./0.png
-113.6280556,56.9047222,IASYF,Aguhway Lake,Undetermined,,Lake,Water Feature,LAKE,0cae332e849c20c32b7f21fe7490ff83,"21,22-91-23-W4",Alberta,"50000",1991-10-17,Alberta Culture and Tourism,./0.png
-116.6680556,51.805,IAQFQ,Aiguille Peak,Undetermined,,Peak,Terrain Feature,MTN,6effc09bba3411d892e2080020a0f4c9,33-19-W5,Alberta,"50000",1928-12-31,Alberta Culture and Tourism,./3.png
-114.0141667,51.2922222,IAQFR,Airdrie,Undetermined,,City,Populated Place,CITY,6bbac775d05511d892e2080020a0f4c9,12-27-1-W5,Alberta,"7500000",1995-01-01,Alberta Culture and Tourism,./2.png
-114.0347222,49.0238889,IAQFS,Akamina Lake,Undetermined,,Lake,Water Feature,LAKE,c66fc94ed05211d892e2080020a0f4c9,11-1-1-W5,Alberta,"50000",1972-04-27,Alberta Culture and Tourism,./0.png
-114.0544444,49.0244445,IAQFT,Akamina Pass,Undetermined,,Pass,Terrain Feature,VALL,6f0ba77cba3411d892e2080020a0f4c9,1-1-W4,Alberta,"50000",1950-04-06,Alberta Culture and Tourism,./3.png
-111.8416667,53.475,IAQFU,Akasu Hill,Undetermined,,Hill,Terrain Feature,MTN,0c89d179849c20c3df0bc3dcf442b4ec,10-52-13-W4,Alberta,"250000",1941-09-11,Alberta Culture and Tourism,./3.png
-111.8230556,53.5094444,IAQFV,Akasu Lake,Undetermined,,Lake,Water Feature,LAKE,0c89d1ff849c20c3ea5cc6ad2517cf21,52-13-W4,Alberta,"250000",1941-09-11,Alberta Culture and Tourism,./0.png
-113.2355556,53.6022222,IAQFW,Akenside,Undetermined,,Locality,Populated Place,UNP,0c89d1ba849c20c3dfad579637f3a770,25-53-23-W4,Alberta,"250000",1974-12-31,Alberta Culture and Tourism,./2.png
-113.59167,53.629167,IATUT,Akinsdale,Undetermined,,Urban Community,Populated Place,UNP,5aba6429bbe111d892e2080020a0f4c9,St. Albert,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-114.3605556,54.9025,IAQFX,Akuinu River,Undetermined,,River,Water Feature,RIV,6bc5c3f6d05511d892e2080020a0f4c9,68-3-W5,Alberta,"250000",1953-05-07,Alberta Culture and Tourism,./0.png
-110.4347222,52.7713889,IAQFY,Alba Lake,Undetermined,,Lake,Water Feature,LAKE,0c89d24b849c20c34066cc4d316571e4,"6,7-44-3-W4",Alberta,"250000",1951-04-05,Alberta Culture and Tourism,./0.png
-110.45,53.1669444,IAQGE,Albert Lake,Undetermined,,Lake,Water Feature,LAKE,0c89d335849c20c3705d732cc0e84012,"48-3,4-W4",Alberta,"250000",1940-05-21,Alberta Culture and Tourism,./0.png
-113.9988889,51.0383333,IAQGG,Albert Park,Undetermined,,Locality,Populated Place,UNP,0c89d3b9849c20c3a397b1455861c5e5,24-29-W4,Alberta,"50000",1955-01-20,Alberta Culture and Tourism,./2.png
-114.376667,54.991667,IAQFZ,Alberta,Undetermined,,Province,Administrative Area,PROV,b8ebf793bbe011d892e2080020a0f4c9,,Alberta,"30000000",1905-12-31,Geographical Names Board of Canada Secretariat,./1.png
-113.48333,53.566667,IASMB,Alberta Avenue,Undetermined,,Urban Community,Populated Place,UNP,52f93929bbe111d892e2080020a0f4c9,Edmonton,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-114.3511111,53.6780555,IAQGA,Alberta Beach,Undetermined,,Village,Populated Place,VILG,39311475c6ce11d892e2080020a0f4c9,22-54-3-W5,Alberta,"1000000",1999-01-01,Alberta Culture and Tourism,./2.png
-113.59722,53.566667,IATST,Alberta Park Industrial,Undetermined,,Urban Community,Populated Place,UNP,59878958bbe111d892e2080020a0f4c9,Edmonton,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-119.0525,53.7994445,IAQGD,Albertine Creek,Undetermined,,Creek,Water Feature,RIV,0c89d376849c20c3c57115ecbd2728bd,55-8-W6,Alberta,"250000",1953-03-05,Alberta Culture and Tourism,./0.png
-119.4972222,55.2658333,IAQGJ,Albright,Undetermined,,Locality,Populated Place,UNP,0c89d3fa849c20c3b9cd7d4420a1ba19,29-72-10-W6,Alberta,"250000",1947-10-07,Alberta Culture and Tourism,./2.png
-120.0011111,55.4869444,IAQGK,Albright Creek,Undetermined,,Creek,Water Feature,RIV,75bd1085ba3411d892e2080020a0f4c9,75-13-W6,Alberta,"250000",1983-03-31,Alberta Culture and Tourism,./0.png
-119.8216667,55.4894444,IAQGL,Albright Lake,Undetermined,,Lake,Water Feature,LAKE,0c89d43a849c20c362f22030d2c4a5a0,75-12-W6,Alberta,"250000",1947-10-07,Alberta Culture and Tourism,./0.png
-113.8380556,53.8930556,IAQGM,Alcomdale,Undetermined,,Locality,Populated Place,UNP,29e7d01fc6ce11d892e2080020a0f4c9,5-57-26-W4,Alberta,"250000",1951-09-06,Alberta Culture and Tourism,./2.png
-118.2311111,52.6133333,IAQGO,Alcove Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cffdc37849c20c36cd737b86b9a831f,42-2-W6,Alberta,"50000",1935-03-05,Alberta Culture and Tourism,./3.png
-110.0666667,53.5119444,IAQGN,Alcurve,Undetermined,,Locality,Populated Place,UNP,0c89d47f849c20c36a6259d0d7842797,27-52-1-W4,Alberta,"250000",1940-05-21,Alberta Culture and Tourism,./2.png
-114.9569444,52.9330556,IAQGP,Alder Flats,Undetermined,,Hamlet,Populated Place,UNP,0cffdc79849c20c384c78dbdb838e64f,4-46-7-W5,Alberta,"1000000",1950-05-04,Alberta Culture and Tourism,./2.png
-113.50139,53.516667,IATTI,Aldergrove,Undetermined,,Urban Community,Populated Place,UNP,5a098aa7bbe111d892e2080020a0f4c9,Edmonton,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-111.3452778,50.2830555,IAQGQ,Alderson,Undetermined,,Locality,Populated Place,UNP,0c89d4c3849c20c34eef4fedadc343e0,20-15-10-W4,Alberta,"250000",1941-12-07,Alberta Culture and Tourism,./2.png
-113.97,49.0447222,IABFL,Alderson Creek,Undetermined,,Creek,Water Feature,RIV,0c82bd1a849c20c3c940b93e7482d5fa,1-30-W4,Alberta,"50000",1943-05-19,Alberta Culture and Tourism,./0.png
-113.9761111,49.0297222,IAQGR,Alderson Lake,Undetermined,,Lake,Water Feature,LAKE,0c89d54f849c20c343ffa48745971017,1-30-W4,Alberta,"50000",1943-05-19,Alberta Culture and Tourism,./0.png
-113.8788889,50.6761111,IAQGT,Aldersyde,Undetermined,,Hamlet,Populated Place,UNP,0c89d590849c20c3a578f954d7562766,7-20-28-W4,Alberta,"250000",1957-05-02,Alberta Culture and Tourism,./2.png
-118.3425,56.115,IAQGZ,Alex Lake,Undetermined,,Lake,Water Feature,LAKE,0c89d656849c20c348bcb29a0c1661ed,14-82-3-W6,Alberta,"250000",1949-04-07,Alberta Culture and Tourism,./0.png
-113.9186111,53.8033333,IATLN,Alexander,Undetermined,,Post Office,Populated Place,UNP,9988a77ec6cb11d892e2080020a0f4c9,,Alberta,"50000",1998-09-09,Alberta Culture and Tourism,./2.png
-113.9602778,53.8113889,IAUBO,Alexander 134,Undetermined,,Indian Reserve,Administrative Area,IR,0118eaf0bbe311d892e2080020a0f4c9,4-56-27-W4,Alberta,"50000",1972-06-01,Indigenous and Northern Affairs Canada,./1.png
-116.450092,54.28615,IZAAH,Alexander 134a,Undetermined,,Indian Reserve,Administrative Area,IR,11a6b67bffb311dda89a080020a0f4c9,,Alberta,"50000",2011-08-10,Indigenous and Northern Affairs Canada,./1.png
-114.8120155,54.3420082,IZAAI,Alexander 134b,Undetermined,,Indian Reserve,Administrative Area,IR,1a8ed56dffb311dda89a080020a0f4c9,,Alberta,"50000",2003-11-27,Indigenous and Northern Affairs Canada,./1.png
-111.0927778,52.6975,IAQMZ,Alexander Gate,Undetermined,,Gate,Constructed Feature,ROAD,89fc65cac6cb11d892e2080020a0f4c9,15-43-7-W4,Alberta,"50000",1981-08-10,Alberta Culture and Tourism,./5.png
-111.6141667,57.1472223,IAQGU,Alexander Island,Undetermined,,Island,Terrain Feature,ISL,0cffdcbb849c20c305455818e9d2911c,"94-10,11-W4",Alberta,"250000",1950-06-02,Alberta Culture and Tourism,./3.png
-110.4802778,59.6236111,IAQGV,Alexander Lake,Undetermined,,Lake,Water Feature,LAKE,0c89d616849c20c356679238b1ce06a0,"122,123-3,4-W4",Alberta,"250000",1929-06-30,Alberta Culture and Tourism,./0.png
-117.1483333,51.9852778,IAQGW,Alexandra Glaciers,Undetermined,,Glaciers,Ice and Snow Feature,GLAC,0c89d5d4849c20c334820fbe91632b6c,"35-22,23-W5",Alberta,"250000",1964-07-06,Alberta Culture and Tourism,./4.png
-116.9297222,52.0677778,IABFM,Alexandra River,Undetermined,,River,Water Feature,RIV,0c82bcd7849c20c3aedbdc43f91a1c15,36-21-W5,Alberta,"250000",1924-03-31,Alberta Culture and Tourism,./0.png
-114.4863889,53.7488889,IATYW,Alexis,Undetermined,,Locality,Populated Place,UNP,a51be956c6cb11d892e2080020a0f4c9,11-55-4-W5,Alberta,"50000",2001-04-06,Alberta Culture and Tourism,./2.png
-114.4833333,53.7333334,IAUBP,Alexis 133,Undetermined,,Indian Reserve,Administrative Area,IR,01267f81bbe311d892e2080020a0f4c9,10-55-4-W5,Alberta,"50000",1997-07-03,Indigenous and Northern Affairs Canada,./1.png
-116.9722222,52.8541667,IAUFN,Alexis Cardinal River 234,Undetermined,,Indian Reserve,Administrative Area,IR,0890b066bbe311d892e2080020a0f4c9,"44,45-21,22-W5",Alberta,"50000",1997-07-03,Indigenous and Northern Affairs Canada,./1.png
-116.5494444,52.9236111,IAUFM,Alexis Elk River 233,Undetermined,,Indian Reserve,Administrative Area,IR,0886c555bbe311d892e2080020a0f4c9,"45, 46-18-W5",Alberta,"50000",1997-07-03,Indigenous and Northern Affairs Canada,./1.png
-115.8169,54.225,IAUBC,Alexis Whitecourt 232,Undetermined,,Indian Reserve,Administrative Area,IR,ffe9e0c4bbe211d892e2080020a0f4c9,"60,61-12,13-W5",Alberta,"50000",1997-07-03,Indigenous and Northern Affairs Canada,./1.png
-115.7830556,52.4752778,IABFG,Alexo,Undetermined,,Locality,Populated Place,UNP,0cff709b849c20c34668ad309d4e2fcb,27-40-13-W5,Alberta,"50000",1955-01-20,Alberta Culture and Tourism,./2.png
-114.8805556,52.0847222,IABFH,Alford Creek,Undetermined,,Creek,Water Feature,RIV,0c82bc52849c20c39799e97bc5c9a214,13-36-7-W5,Alberta,"250000",1950-12-22,Alberta Culture and Tourism,./0.png
-115.08333,52.066667,IABFI,Alford Lake,Undetermined,,Lake,Water Feature,LAKE,0c82bc10849c20c3002135bf104dd762,4-36-8-W5,Alberta,"50000",1976-03-12,Alberta Culture and Tourism,./0.png
-115.9363889,51.4733333,IABFJ,Alfred Lake,Undetermined,,Lake,Water Feature,LAKE,0c82bc96849c20c312c30bb28b8d995f,29-14-W5,Alberta,"50000",1965-03-11,Alberta Culture and Tourism,./0.png
-112.2922222,56.3116667,IAECW,Algar Lake,Undetermined,,Lake,Water Feature,LAKE,0c841c08849c20c348a6e1925f4a1635,84-15-W4,Alberta,"250000",1944-10-12,Alberta Culture and Tourism,./0.png
-112.1941667,56.5486111,IAECX,Algar River,Undetermined,,River,Water Feature,RIV,0c841cd1849c20c32d371000a4c771ba,17-87-14-W4,Alberta,"250000",1944-10-12,Alberta Culture and Tourism,./0.png
-114.6725,52.3430556,IABFN,Alhambra,Undetermined,,Hamlet,Populated Place,UNP,0cff70dd849c20c30eb5f885e7bdca06,9-39-5-W5,Alberta,"250000",1951-07-05,Alberta Culture and Tourism,./2.png
-113.2086111,58.2980556,IABFO,Alice Creek,Undetermined,,Creek,Water Feature,RIV,0c82bd5c849c20c374b019de132b1a08,107-20-W4,Alberta,"1000000",1944-07-12,Alberta Culture and Tourism,./0.png
-111.5591667,53.2372223,IABFQ,Alice Lake,Undetermined,,Lake,Water Feature,LAKE,0c82bd9d849c20c3e6b64241702946e1,49-11-W4,Alberta,"1000000",1941-09-11,Alberta Culture and Tourism,./0.png
-113.1797221,52.3999999,IABFR,Alix,Undetermined,,Village,Populated Place,VILG,7f1bb827d05511d892e2080020a0f4c9,36-39-23-W4,Alberta,"1000000",1995-01-01,Alberta Culture and Tourism,./2.png
-113.1969444,52.3941667,IABFS,Alix Lake,Undetermined,,Lake,Water Feature,LAKE,0c82be34849c20c3e94258107392d8f2,35-39-23-W4,Alberta,"250000",1951-01-17,Alberta Culture and Tourism,./0.png
-113.21,52.37,IABFT,Alix South Junction,Undetermined,,Locality,Populated Place,UNP,0c82beb7849c20c30ac70aea4015c3c4,22-39-23-W4,Alberta,"250000",1955-11-03,Alberta Culture and Tourism,./2.png
-110.4966667,50.8638889,IABFU,Alkali Creek,Undetermined,,Creek,Water Feature,RIV,0c82be76849c20c3ded42693103cbd1c,22-4-W4,Alberta,"1000000",1941-07-12,Alberta Culture and Tourism,./0.png
-111.7666667,53.5486111,IABFW,Alkali Lake,Undetermined,,Lake,Water Feature,LAKE,0c82bef9849c20c3897d3948a1cf4c25,"53-12,13-W4",Alberta,"250000",1941-09-11,Alberta Culture and Tourism,./0.png
-112.18333,51.016667,IABFV,Alkali Lake,Undetermined,,Lake,Water Feature,LAKE,0c82bf3a849c20c32f18104fd2a4d4c2,24-16-W4,Alberta,"250000",1955-01-20,Alberta Culture and Tourism,./0.png
-116.0619444,54.9386111,IABFY,Allan Lake,Undetermined,,Lake,Water Feature,LAKE,0c82bf7b849c20c3c2be84860ddb075d,69-14-W5,Alberta,"250000",1956-11-02,Alberta Culture and Tourism,./0.png
-114.775,54.9069445,IABGB,Allan River,Undetermined,,River,Water Feature,RIV,0c82c03f849c20c3e08f10ac5a3d059a,68-6-W5,Alberta,"250000",1945-12-08,Alberta Culture and Tourism,./0.png
-111.4530556,54.1855556,IABGC,Allday Lake,Undetermined,,Lake,Water Feature,LAKE,0c82bffd849c20c3176721bb04120a7b,16-60-10-W4,Alberta,"250000",1950-07-06,Alberta Culture and Tourism,./0.png
-118.6041667,57.0366666,IABGD,Alleman Creek,Undetermined,,Creek,Water Feature,RIV,0c82c0c3849c20c30850a597bd922aad,93-4-W6,Alberta,"250000",1972-04-12,Alberta Culture and Tourism,./0.png
-114.6863889,50.9011111,IAQMM,Allen Bill Pond,Undetermined,,Pond,Water Feature,LAKE,0c89ebaf849c20c35701279a38cb3d76,30-22-5-W5,Alberta,"50000",1983-02-07,Alberta Culture and Tourism,./0.png
-119.0652778,53.8966666,IABGH,Allen Creek,Undetermined,,Creek,Water Feature,RIV,0c82c148849c20c3b5a4eec0f6e782e7,57-8-W6,Alberta,"50000",1953-03-05,Alberta Culture and Tourism,./0.png
-115.5583333,50.9205556,IABGE,Allenby Creek,Undetermined,,Creek,Water Feature,RIV,0c82c081849c20c301f82374e35e90fb,22-12-W5,Alberta,"50000",1957-05-02,Alberta Culture and Tourism,./0.png
-115.5694444,50.9647222,IABGG,Allenby Pass,Undetermined,,Pass,Terrain Feature,VALL,0cff711e849c20c386a4a2580a574d13,23-12-W5,Alberta,"50000",1960-03-03,Alberta Culture and Tourism,./3.png
-113.50139,53.508333,IAECZ,Allendale,Undetermined,,Urban Community,Populated Place,UNP,4e8e6476bbe111d892e2080020a0f4c9,Edmonton,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-111.7852778,52.4344445,IABGK,Alliance,Undetermined,,Village,Populated Place,VILG,7f26b4a8d05511d892e2080020a0f4c9,15-40-13-W4,Alberta,"1000000",1995-01-01,Alberta Culture and Tourism,./2.png
-113.5952778,51.7027778,IABGL,Allingham,Undetermined,,Locality,Populated Place,UNP,0c82c1c9849c20c34b8b6fcdb3ee7e01,34-31-26-W4,Alberta,"250000",1955-01-20,Alberta Culture and Tourism,./2.png
-111.0366667,58.7744445,IAUEV,Allison Bay 219,Undetermined,,Indian Reserve,Administrative Area,IR,0766d754bbe311d892e2080020a0f4c9,112-6-W4,Alberta,"50000",1990-01-25,Indigenous and Northern Affairs Canada,./1.png
-114.5897222,49.625,IABGM,Allison Creek,Undetermined,,Creek,Water Feature,RIV,0c82c189849c20c3beda0809381d6c6f,2-8-5-W5,Alberta,"250000",1924-03-31,Alberta Culture and Tourism,./0.png
-114.6463889,49.7433333,IABGN,Allison Peak,Undetermined,,Peak,Terrain Feature,MTN,585ff9aaba3411d892e2080020a0f4c9,9-5-W5,Alberta,"250000",1938-05-20,Alberta Culture and Tourism,./3.png
-114.6894444,50.7438889,IABGO,Allsmoke Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c82c20c849c20c36718a1b1325dbd12,31-20-5-W5,Alberta,"50000",1941-12-17,Alberta Culture and Tourism,./3.png
-116.3747222,52.2902778,IABGP,Allstones Creek,Undetermined,,Creek,Water Feature,RIV,0c82c28e849c20c3bcb928d4c8e479bb,38-17-W5,Alberta,"50000",1933-02-15,Alberta Culture and Tourism,./0.png
