INCIDEN_NO,INCIDEN_TY,LOCATION,LSD,SECTION,TOWNSHIP,RANGE,MERIDIAN,LICENCE_NO,LICENCE_TY,INCI_DATE,NOTIF_DATE,COMPLE_DAT,SOURCE,CAUSE_CATG,CAUSE_TYPE,FAIL_TYPE,STRIKE_ARE,FIELD_CEN,LIC_BA_ID,LICENSEE,INJURY,FATALITY,JURISD_CAT,JURISDICT,OFFSITE,SENSI_AREA,CSUFILENO,REVIEWCLOS,REVCLOSDES,PUB_AFFECT,ENV_AFFECT,WILD_AFFEC,AREA_AFFEC,PUB_EVACUA,CLEANUP_DA,PIPE_LIC,PIPE_NUM,PIPE_DAMAG,PIPE_FAIL,PIPE_DIAM,PIPE_GRADE,PIPE_THICK,SEG_LENGTH,SEG_STATUS,CROSS_TYPE,PIPE_TYPE,PIP_MATERL,PIPE_MAOP,STRESSLEVL,JOINTMETHD,EXT_COAT,INT_PROTEC,SUB_REL_1,VOL_REL_1,VOL_REC_1,VOL_UNIT_1,SUB_REL_2,VOL_REL_2,VOL_REC_2,VOL_UNIT_2,SUB_REL_3,VOL_REL_3,VOL_REC_3,VOL_UNIT_3,SUB_REL_4,VOL_REL_4,VOL_REC_4,VOL_UNIT_4,SUB_REL_5,VOL_REL_5,VOL_REC_5,VOL_UNIT_5,SUB_REL_6,VOL_REL_6,VOL_REC_6,VOL_UNIT_6,SUB_REL_7,VOL_REL_7,VOL_REC_7,VOL_UNIT_7,icon_url
"20020730",Release,13-23-069-11W5,"13","23","69","11","5","7042",Pipeline Licence,2002/03/20,2002/03/20,2002/03/20,Multiphase Pipeline,Conversion,Conversion,Miscellaneous Joint Failure,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2002/03/20,"24067","312",Leak,N,88.900000000000006,"3592",3.960000000000000,0.420000000000000,Operating,,Z245.1,Steel,3450.000000000000000,"11",Welded,,Free Standing,Crude Oil,0.10000000000,0.10000000000,m3,Salt/Produced Water,0.40000000000,0.30000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19971170",Release,14-23-069-11W5,"14","23","69","11","5","7042",Pipeline Licence,1997/05/23,1997/05/23,1997/09/10,Multiphase Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1997/09/10,"24046","291",Leak,N,88.900000000000006,"2411",4.000000000000000,0.750000000000000,Operating,,Z245.1,Steel,3450.000000000000000,"16",Welded,,Uncoated,Crude Oil,5.00000000000,0.00000000000,m3,Salt/Produced Water,50.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19830760",Release,04-26-069-11W5,"4","26","69","11","5","0030202",Well Licence,1983/08/28,1983/08/28,1984/06/20,Service Well,Conversion,Conversion,Casing Valve,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1984/06/20,,,,,,,,,,,,,,,,,,Salt/Produced Water,48.00000000000,16.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19920747",Release,04-26-069-11W5,"4","26","69","11","5","0030202",Well Licence,1992/05/15,1992/05/15,1992/08/26,Service Well,Conversion,Conversion,Line Failure,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/08/26,,,,,,,,,,,,,,,,,,Salt/Produced Water,48.00000000000,46.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19983067",Release,04-26-069-11W5,"4","26","69","11","5","0030202",Well Licence,1998/12/23,1998/12/23,1999/06/17,Service Well,Conversion,Conversion,Flange Loose,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1999/06/17,,,,,,,,,,,,,,,,,,Salt/Produced Water,10.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20000242",Release,04-26-069-11W5,"4","26","69","11","5","0030202",Well Licence,2000/01/19,2000/01/19,2000/05/24,Service Well,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2000/05/24,,,,,,,,,,,,,,,,,,Salt/Produced Water,3.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19971227",Release,05-26-069-11W5,"5","26","69","11","5",,,1997/03/31,1997/03/31,1997/03/31,Crude Oil Group Battery,Conversion,Conversion,Cumulative Release,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1997/03/31,,,,,,,,,,,,,,,,,,Crude Oil,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20071757",Release,05-26-069-11W5,"5","26","69","11","5","7042",Pipeline Licence,2007/07/05,2007/07/05,2007/10/30,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2007/07/05,"24011","249",Leak,N,88.900000000000006,B,3.180000000000000,1.410000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,Other (note type in release comments),Free Standing,Crude Oil,0.10000000000,0.10000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20081539",Release,05-26-069-11W5,"5","26","69","11","5","7042",Pipeline Licence,2008/06/27,2008/06/27,2008/08/19,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2008/06/27,"24012","250",Leak,N,88.900000000000006,B,3.180000000000000,1.320000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,Other (note type in release comments),Free Standing,Crude Oil,0.10000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20132129",Release,05-26-069-11W5,"5","26","69","11","5","7042",Pipeline Licence,2013/10/24,2013/10/24,2014/07/24,Multiphase Pipeline,Procedural or Design,Construction,Miscellaneous Joint Failure,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2013/10/25,"24014","252",Leak,N,88.900000000000006,B,3.180000000000000,1.270000000000000,Operating,,5L,Steel,3450.000000000000000,"0",Welded,Multi-layer system,Free Standing,Crude Oil,2.00000000000,2.70000000000,m3,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Salt/Produced Water,6.50000000000,7.00000000000,m3,Waste,0.00000000000,9.30000000000,m3,,,,,,,,,,,,,./0.png
"20061344",Release,10-26-069-11W5,"10","26","69","11","5","7042",Pipeline Licence,2006/06/01,2006/06/02,2006/07/31,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,,,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2006/06/02,"24012","250",Leak,N,88.900000000000006,B,3.180000000000000,1.320000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,YJ,Uncoated,Crude Oil,0.20000000000,0.00000000000,m3,Salt/Produced Water,0.20000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19780266",Release,12-26-069-11W5,"12","26","69","11","5",,,1978/03/31,1978/03/31,1978/03/31,Gas Plnt Acid Gas Flr/Inj,Conversion,Conversion,Plant Shut Down,SWANH,St. Albert,"0012",Pacific Petroleums Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,N,N,,,,Conversion from ENV system,,Conversion from ENV system,Conversion from ENV system,,1978/03/31,,,,,,,,,,,,,,,,,,Gas Production (Raw),84.50000000000,0.00000000000,103 m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19850362",Release,12-26-069-11W5,"12","26","69","11","5",,,1985/03/13,1985/03/13,1994/01/27,Multiphase Pipeline,Conversion,Conversion,Corrosion At Girth Or Fillet Weld,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1994/01/27,,"8",Leak,N,88.900000000000006,000B,3.180000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,2.00000000000,2.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20030983",Release,12-26-069-11W5,"12","26","69","11","5","5765",Pipeline Licence,2003/04/07,2003/04/10,2003/06/23,Water Pipeline,Equipment Failure,Internal corrosion,Corrosion Internal,SWANH,ST. ALBERT,0JL8,Paramount Resources (ACL) Ltd.,,,,,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2003/04/10,"17300","68",Leak,Y,141.300000000000011,X52,9.529999999999999,1.430000000000000,Operating,,5LX,Steel,37920.000000000000000,"78",Welded,,Cement,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20052526",Release,09-27-069-11W5,"9","27","69","11","5","7042",Pipeline Licence,2005/10/24,2005/10/24,2005/12/12,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,,,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Muskeg/Stagnant Water,No affect,over 100 but less than 1000 square meters,,2005/10/31,"24014","252",Leak,N,88.900000000000006,B,3.180000000000000,1.270000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,YJ,Uncoated,Crude Oil,5.00000000000,4.90000000000,m3,Salt/Produced Water,15.00000000000,14.90000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19990414",Release,10-27-069-11W5,"10","27","69","11","5","7042",Pipeline Licence,1999/02/10,1999/02/10,1999/02/13,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1999/02/13,"24014","252",Leak,N,88.900000000000006,B,3.180000000000000,1.270000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,,Uncoated,Crude Oil,0.10000000000,0.00000000000,m3,Salt/Produced Water,0.60000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20061928",Release,10-27-069-11W5,"10","27","69","11","5","7042",Pipeline Licence,2006/08/04,2006/08/04,2006/09/05,Multiphase Pipeline,Procedural or Design,Construction,Construction Deficiency,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2006/08/04,"24014","252",Leak,N,88.900000000000006,B,3.180000000000000,1.270000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,,Free Standing,Crude Oil,0.70000000000,0.00000000000,m3,Salt/Produced Water,0.80000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20082433",Release,10-27-069-11W5,"10","27","69","11","5","0030750",Well Licence,2008/10/07,2008/10/08,2009/03/13,Oil Well,Equipment Failure,Mechanical/Strctural,Equipment Failure,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2008/10/08,,,,,,,,,,,,,,,,,,Crude Oil,1.00000000000,0.00000000000,m3,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20002163",Release,12-27-069-11W5,"12","27","69","11","5","0121791",Well Licence,2000/08/30,2000/08/30,2000/08/30,Oil Well,Conversion,Conversion,Stuffing Box,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2000/08/30,,,,,,,,,,,,,,,,,,Crude Oil,1.00000000000,0.00000000000,m3,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19850458",Release,10-34-069-11W5,"10","34","69","11","5",,,1985/04/05,1985/04/05,1985/04/11,Water Pipeline,Conversion,Conversion,Corrosion At Girth Or Fillet Weld,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1985/04/11,,"16",Leak,N,60.299999999999997,0X52,3.470000000000000,,Operating,,,,,,,,,Salt/Produced Water,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19890412",Release,10-34-069-11W5,"10","34","69","11","5","0030377",Well Licence,1989/03/05,1989/03/05,1989/09/22,Service Well,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1989/09/22,,,,,,,,,,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,79.00000000000,75.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19891103",Release,10-34-069-11W5,"10","34","69","11","5",,,1989/07/18,1989/07/18,1989/07/19,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1989/07/19,,"16",Leak,Y,60.299999999999997,0X52,4.390000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19921332",Release,10-34-069-11W5,"10","34","69","11","5","5765",Pipeline Licence,1992/08/31,1992/08/31,1992/09/02,Water Pipeline,Conversion,Conversion,Corrosion At Girth Or Fillet Weld,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/09/02,"17313","81",Leak,Y,60.299999999999997,0X52,4.370000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19921404",Release,10-34-069-11W5,"10","34","69","11","5","5765",Pipeline Licence,1992/09/15,1992/09/15,1992/09/15,Water Pipeline,Conversion,Conversion,Corrosion At Girth Or Fillet Weld,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/09/15,"17313","81",Leak,Y,60.299999999999997,0X52,4.370000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20013202",Release,10-34-069-11W5,"10","34","69","11","5","5765",Pipeline Licence,2001/11/09,2001/11/09,2001/11/09,Water Pipeline,Conversion,Conversion,Girth Weld Failure,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2001/11/09,"17312","80",Leak,Y,60.299999999999997,X52,4.390000000000000,0.660000000000000,Operating,,5LX,Steel,37580.000000000000000,"72",Welded,,Cement,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19780149",Release,12-34-069-11W5,"12","34","69","11","5","0067981",Well Licence,1978/02/16,1978/02/16,1978/06/26,Sweet Drilling Well,Conversion,Conversion,Sump Fluids,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1978/06/26,,,,,,,,,,,,,,,,,,Drilling Mud  (Water Based),48.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19921271",Release,16-34-069-11W5,"16","34","69","11","5","5765",Pipeline Licence,1992/08/19,1992/08/19,1993/06/28,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/06/28,"17313","81",Leak,N,60.299999999999997,"0052",4.370000000000000,,Operating,,,,,,,,,Salt/Produced Water,100.00000000000,90.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20021511",Release,02-35-069-11W5,"2","35","69","11","5",,,2002/06/26,2002/06/26,2002/07/02,Crude Oil Group Battery,Conversion,Conversion,Stuffing Box,SWANH,St. Albert,0JG2,Ballater Resources Ltd.,0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2002/07/02,,,,,,,,,,,,,,,,,,Crude Oil,4.50000000000,3.50000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20092032",Release,04-35-069-11W5,"4","35","69","11","5","7042",Pipeline Licence,2009/10/27,2009/10/27,2010/02/16,Multiphase Pipeline,External,Third party damage,Damage by Others (contact damage),SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,,,Crown,Crown Any Area,,,,,,,,,,,2009/11/17,"24017","255",Hit,N,88.900000000000006,"2411",3.960000000000000,2.380000000000000,Operating,,Z245.3,Steel,9930.000000000000000,"46",Welded,,Uncoated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19891398",Release,08-33-070-08W5,"8","33","70","8","5","15734",Pipeline Licence,1989/09/12,1989/09/12,1989/09/12,Water Pipeline,Conversion,Conversion,Corrosion Internal,,St. Albert,"0060",BP Canada Energy Company,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1989/09/12,"73778","12",Leak,Y,219.099999999999994,"0359",12.170000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19910174",Release,13-36-070-09W5,"13","36","70","9","5",,,1991/01/23,1991/01/23,1991/05/23,Miscellaneous,Conversion,Conversion,Operator Error,,St. Albert,"0001",177293 Canada Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1991/05/23,,,,,,,,,,,,,,,,,,Crude Oil,15.00000000000,15.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19971230",Release,02-01-070-10W5,"2","1","70","10","5",,,1997/03/31,1997/03/31,1997/03/31,Crude Oil Group Battery,Conversion,Conversion,Cumulative Release,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1997/03/31,,,,,,,,,,,,,,,,,,Crude Oil,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19920749",Release,04-01-070-10W5,"4","1","70","10","5","5765",Pipeline Licence,1992/05/16,1992/05/16,1992/05/16,Water Pipeline,Conversion,Conversion,Corrosion At Girth Or Fillet Weld,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/05/16,"17254","19",Leak,N,60.299999999999997,0X52,4.390000000000000,,Operating,,,,,,,,,Salt/Produced Water,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19931472",Release,04-01-070-10W5,"4","1","70","10","5","5765",Pipeline Licence,1993/08/24,1993/08/24,1993/08/27,Water Pipeline,Conversion,Conversion,Mechanical Joint Failure,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/08/27,"17254","19",Leak,Y,60.299999999999997,0X52,4.390000000000000,,Operating,,,,,,,,,Fresh Water,3.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20011200",Release,04-01-070-10W5,"4","1","70","10","5","0028129",Well Licence,2001/04/23,2001/04/23,2001/04/23,Service Well,Conversion,Conversion,Flange Loose,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2001/04/23,,,,,,,,,,,,,,,,,,Salt/Produced Water,5.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19950889",Release,10-01-070-10W5,"10","1","70","10","5","7042",Pipeline Licence,1995/04/06,1995/04/06,1996/07/10,Multiphase Pipeline,Conversion,Conversion,Construction Deficiency,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1996/07/10,"23868","98",Leak,N,88.900000000000006,B,3.180000000000000,0.760000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,,Uncoated,Crude Oil,25.00000000000,0.00000000000,m3,Salt/Produced Water,25.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19951409",Release,10-01-070-10W5,"10","1","70","10","5","7042",Pipeline Licence,1995/06/06,1995/06/06,1995/07/20,Multiphase Pipeline,Conversion,Conversion,Construction Deficiency,SWANH,St. Albert,0T03,Shell Canada Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1995/07/20,"23868","98",Rupture,N,88.900000000000006,B,3.180000000000000,0.760000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,,Uncoated,Crude Oil,10.00000000000,9.00000000000,m3,Salt/Produced Water,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19961465",Release,10-01-070-10W5,"10","1","70","10","5","0028292",Well Licence,1996/06/19,1996/06/19,1996/06/19,Oil Well,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1996/06/19,,,,,,,,,,,,,,,,,,Crude Oil,3.00000000000,0.00000000000,m3,Salt/Produced Water,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20181916",Release,10-01-070-10W5,"10","1","70","10","5","0028292",Well Licence,2018/06/14,2018/06/14,2018/12/07,Suspended Well,External,Natural Phenomena,Erosion,SWANH,St. Albert,A6A7,Cardinal Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Flowing Water,No affect,100 square meters or less,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20182637",Release,12-01-070-10W5,"12","1","70","10","5","0028117",Well Licence,2018/08/15,2018/08/15,2020/01/23,Abandoned Well,Unknown,Unknown,Erosion,SWANH,St. Albert,A6A7,Cardinal Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,No Remediation,No Remediation required,No affect/Normal Notification,Flowing Water,No affect,100 square meters or less,0.000000000000000,2020/01/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20022872",Release,02-02-070-10W5,"2","2","70","10","5","7042",Pipeline Licence,2002/11/29,2002/11/29,2002/11/29,Multiphase Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,0JL8,Paramount Resources (ACL) Ltd.,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2002/11/29,"23859","89",Leak,N,88.900000000000006,B,3.180000000000000,0.670000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,,Uncoated,Crude Oil,0.30000000000,0.00000000000,m3,Salt/Produced Water,0.70000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20031597",Release,02-02-070-10W5,"2","2","70","10","5","7042",Pipeline Licence,2003/06/30,2003/06/30,2003/09/25,Multiphase Pipeline,Equipment Failure,Internal corrosion,Corrosion Internal,SWANH,ST. ALBERT,0JL8,Paramount Resources (ACL) Ltd.,,,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2003/08/28,"23859","89",Leak,N,,,,,,,,,,,,Polyethylene tape,,Crude Oil,1.20000000000,1.20000000000,m3,Salt/Produced Water,1.20000000000,1.20000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20031959",Release,02-02-070-10W5,"2","2","70","10","5","7042",Pipeline Licence,2003/07/27,2003/07/28,2004/03/25,Multiphase Pipeline,Equipment Failure,Defect,Construction Deficiency,SWANH,ST. ALBERT,0JL8,Paramount Resources (ACL) Ltd.,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2003/08/08,"23859","89",Leak,N,88.900000000000006,B,3.180000000000000,0.670000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,Polyurethane,Free Standing,Crude Oil,2.50000000000,2.50000000000,m3,Salt/Produced Water,2.50000000000,2.40000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19760466",Release,04-02-070-10W5,"4","2","70","10","5",,,1976/04/03,1976/04/03,1994/01/27,Oil/Bitumen Satellite,Conversion,Conversion,Fire,SWANH,St. Albert,"0037",Shell Canada Resources Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,,Conversion from ENV system,Conversion from ENV system,,1994/01/27,,,,,,,,,,,,,,,,,,Gas Production (Marketable),0.10000000000,0.00000000000,103 m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
