INCIDEN_NO,INCIDEN_TY,LOCATION,LSD,SECTION,TOWNSHIP,RANGE,MERIDIAN,LICENCE_NO,LICENCE_TY,INCI_DATE,NOTIF_DATE,COMPLE_DAT,SOURCE,CAUSE_CATG,CAUSE_TYPE,FAIL_TYPE,STRIKE_ARE,FIELD_CEN,LIC_BA_ID,LICENSEE,INJURY,FATALITY,JURISD_CAT,JURISDICT,OFFSITE,SENSI_AREA,CSUFILENO,REVIEWCLOS,REVCLOSDES,PUB_AFFECT,ENV_AFFECT,WILD_AFFEC,AREA_AFFEC,PUB_EVACUA,CLEANUP_DA,PIPE_LIC,PIPE_NUM,PIPE_DAMAG,PIPE_FAIL,PIPE_DIAM,PIPE_GRADE,PIPE_THICK,SEG_LENGTH,SEG_STATUS,CROSS_TYPE,PIPE_TYPE,PIP_MATERL,PIPE_MAOP,STRESSLEVL,JOINTMETHD,EXT_COAT,INT_PROTEC,SUB_REL_1,VOL_REL_1,VOL_REC_1,VOL_UNIT_1,SUB_REL_2,VOL_REL_2,VOL_REC_2,VOL_UNIT_2,SUB_REL_3,VOL_REL_3,VOL_REC_3,VOL_UNIT_3,SUB_REL_4,VOL_REL_4,VOL_REC_4,VOL_UNIT_4,SUB_REL_5,VOL_REL_5,VOL_REC_5,VOL_UNIT_5,SUB_REL_6,VOL_REL_6,VOL_REC_6,VOL_UNIT_6,SUB_REL_7,VOL_REL_7,VOL_REC_7,VOL_UNIT_7,icon_url
"19830872",Release,10-32-067-09W5,"10","32","67","9","5","6189",Pipeline Licence,1983/10/01,1983/10/01,1994/01/27,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1994/01/27,"19108","4",Leak,N,88.900000000000006,0X42,5.480000000000000,,Operating,,,,,,,,,Salt/Produced Water,75.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19841432",Release,10-32-067-09W5,"10","32","67","9","5",,,1984/12/21,1984/12/21,1986/12/31,Pump Station,Conversion,Conversion,Frost Heave,SWANH,St. Albert,"0156",Federated Pipe Lines Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1986/12/31,,,,,,,,,,,,,,,,,,Crude Oil,16.00000000000,16.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19851559",Release,10-32-067-09W5,"10","32","67","9","5",,,1985/11/24,1985/11/24,1985/11/27,Pump Station,Conversion,Conversion,Pump Failure,SWANH,St. Albert,"0156",Federated Pipe Lines Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1985/11/27,,,,,,,,,,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19881587",Release,10-32-067-09W5,"10","32","67","9","5","6189",Pipeline Licence,1988/10/15,1988/10/15,1988/10/27,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1988/10/27,,"12",Leak,N,60.299999999999997,0X42,3.910000000000000,,Operating,,,,,,,,,Salt/Produced Water,15.00000000000,10.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19881588",Release,10-32-067-09W5,"10","32","67","9","5","6189",Pipeline Licence,1988/10/15,1988/10/15,1988/10/27,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1988/10/27,,"12",Leak,N,60.299999999999997,0X42,3.910000000000000,,Operating,,,,,,,,,Salt/Produced Water,15.00000000000,10.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19900128",Release,10-32-067-09W5,"10","32","67","9","5",,,1990/01/20,1990/01/20,1990/01/25,Crude Oil Group Battery,Conversion,Conversion,Tank Overflow,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1990/01/25,,,,,,,,,,,,,,,,,,Salt/Produced Water,24.00000000000,24.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19900166",Release,10-32-067-09W5,"10","32","67","9","5",,,1990/01/27,1990/01/27,1990/01/31,Crude Oil Group Battery,Conversion,Conversion,Storage Tank,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1990/01/31,,,,,,,,,,,,,,,,,,Salt/Produced Water,20.00000000000,20.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19901783",Release,10-32-067-09W5,"10","32","67","9","5",,,1990/11/11,1990/11/11,1990/11/14,Crude Oil Group Battery,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1990/11/14,,,,,,,,,,,,,,,,,,Salt/Produced Water,5.00000000000,4.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19910189",Release,10-32-067-09W5,"10","32","67","9","5","0023911",Well Licence,1991/01/27,1991/01/27,1991/05/22,Service Well,Conversion,Conversion,Pipeline Pump,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1991/05/22,,,,,,,,,,,,,,,,,,Salt/Produced Water,30.00000000000,29.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19911481",Release,10-32-067-09W5,"10","32","67","9","5","8235",Pipeline Licence,1991/09/13,1991/09/13,1992/04/16,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/04/16,"30164","1",Leak,N,88.900000000000006,0X42,5.490000000000000,,Operating,,,,,,,,,Salt/Produced Water,100.00000000000,90.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19911901",Release,10-32-067-09W5,"10","32","67","9","5","15082",Pipeline Licence,1991/11/27,1991/11/27,1991/12/11,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1991/12/11,"70306","20",Leak,N,88.900000000000006,000B,3.180000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19911987",Release,10-32-067-09W5,"10","32","67","9","5","15082",Pipeline Licence,1991/12/11,1991/12/11,1991/12/11,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1991/12/11,"70306","20",Leak,Y,88.900000000000006,"0242",3.180000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19920103",Release,10-32-067-09W5,"10","32","67","9","5",,,1992/01/16,1992/01/16,1992/01/16,Crude Oil Group Battery,Conversion,Conversion,Line Failure,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/01/16,,,,,,,,,,,,,,,,,,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19921019",Release,10-32-067-09W5,"10","32","67","9","5",,,1992/07/04,1992/07/04,1993/05/27,Crude Oil Group Battery,Conversion,Conversion,Tank Leak,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/05/27,,,,,,,,,,,,,,,,,,Salt/Produced Water,5.00000000000,4.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19921722",Release,10-32-067-09W5,"10","32","67","9","5","15082",Pipeline Licence,1992/11/13,1992/11/13,1992/11/16,Multiphase Pipeline,Conversion,Conversion,Damage by Others (contact damage),SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/11/16,"70294","7",Leak,N,88.900000000000006,000B,5.490000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19930093",Release,10-32-067-09W5,"10","32","67","9","5","23984",Pipeline Licence,1993/01/10,1993/01/10,1993/01/11,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/01/11,"124402","8",Leak,Y,114.299999999999997,0X52,5.560000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19930103",Release,10-32-067-09W5,"10","32","67","9","5","23984",Pipeline Licence,1993/01/11,1993/01/11,1993/01/19,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/01/19,"124402","8",Leak,Y,114.299999999999997,0X52,5.560000000000000,,Operating,,,,,,,,,Salt/Produced Water,5.00000000000,5.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19930105",Release,10-32-067-09W5,"10","32","67","9","5","23984",Pipeline Licence,1993/01/11,1993/01/11,1993/01/11,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/01/11,"124402","8",Leak,Y,114.299999999999997,0X52,5.560000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19930104",Release,10-32-067-09W5,"10","32","67","9","5","23984",Pipeline Licence,1993/01/11,1993/01/11,1993/01/11,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/01/11,"124402","8",Leak,Y,114.299999999999997,0X52,5.560000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19930550",Release,10-32-067-09W5,"10","32","67","9","5",,,1993/03/17,1993/03/17,1993/03/25,Crude Oil Group Battery,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/03/25,,,,,,,,,,,,,,,,,,Salt/Produced Water,16.00000000000,14.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19931747",Release,10-32-067-09W5,"10","32","67","9","5",,,1993/10/17,1993/10/17,1994/06/01,Crude Oil Group Battery,Conversion,Conversion,Header Failure,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1994/06/01,,,,,,,,,,,,,,,,,,Crude Oil,5.00000000000,5.00000000000,m3,Salt/Produced Water,105.00000000000,100.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19931953",Release,10-32-067-09W5,"10","32","67","9","5",,,1993/11/20,1993/11/20,1993/11/20,Crude Oil Group Battery,Conversion,Conversion,Header Failure,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/11/20,,,,,,,,,,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,3.00000000000,3.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19961494",Release,10-32-067-09W5,"10","32","67","9","5","15082",Pipeline Licence,1996/06/21,1996/06/21,1996/07/09,Multiphase Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1996/07/09,,"14",Leak,N,88.900000000000006,B,3.180000000000000,1.210000000000000,Operating,,5L,Steel,6890.000000000000000,"40",Welded,,Uncoated,Crude Oil,5.00000000000,5.00000000000,m3,Salt/Produced Water,18.50000000000,15.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19980270",Release,10-32-067-09W5,"10","32","67","9","5","15082",Pipeline Licence,1998/01/21,1998/01/21,1998/01/22,Multiphase Pipeline,Conversion,Conversion,Miscellaneous Joint Failure,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1998/01/22,"70307","21",Leak,N,88.900000000000006,B,3.180000000000000,1.610000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,,Free Standing,Crude Oil,0.50000000000,0.50000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20040028",Release,10-32-067-09W5,"10","32","67","9","5","14646",Facility Licence,2004/01/06,2004/01/06,2004/03/29,Oil/Bitumen Satellite,Operator Error,Accidental,Operator Error,SWANH,ST. ALBERT,0BP8,Obsidian Energy Ltd.,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2004/03/29,,,,,,,,,,,,,,,,,,Salt/Produced Water,3.00000000000,3.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20072844",Release,10-32-067-09W5,"10","32","67","9","5","14647",Facility Licence,2007/11/27,2007/11/27,2007/12/07,Crude Oil Group Battery,Equipment Failure,Malfunction,Equipment Failure,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2007/11/27,,,,,,,,,,,,,,,,,,Salt/Produced Water,16.00000000000,16.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20130594",Release,10-32-067-09W5,"10","32","67","9","5","6189",Pipeline Licence,2013/03/17,2013/03/17,2014/10/22,Water Pipeline,Operator Error,Accidental,Damage by Others (contact damage),SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,,,,,,,,,,,,,,,2013/03/17,"19108","4",Hit,N,88.900000000000006,X42,5.490000000000000,0.800000000000000,Discontinued,,5LX,Steel,0.000000000000000,"0",Welded,,Uncoated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20130974",Release,10-32-067-09W5,"10","32","67","9","5","52440",Pipeline Licence,2013/05/16,2013/05/16,2014/07/08,Multiphase Pipeline,Equipment Failure,Mechanical/Strctural,Pipe Body Failure,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2013/05/17,"70300","8",Leak,N,88.900000000000006,B,3.180000000000000,1.720000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,YJ,Uncoated,Contaminated Surface Water,0.00000000000,3.60000000000,m3,Crude Oil,0.10000000000,0.00000000000,m3,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Waste,0.00000000000,20.30000000000,m3,,,,,,,,,,,,,./0.png
"20141509",Release,10-32-067-09W5,"10","32","67","9","5","8235",Pipeline Licence,2014/06/27,2014/06/27,2015/04/23,Water Pipeline,Operator Error,Oversight,Miscellaneous,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2014/06/27,"30164","1",Non-Pipeline Release,N,88.900000000000006,X42,5.490000000000000,1.500000000000000,Operating,,5LX,Steel,15000.000000000000000,"42",Welded,,Yes,Crude Oil,0.10000000000,0.00000000000,m3,Salt/Produced Water,0.30000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20141710",Release,10-32-067-09W5,"10","32","67","9","5","14646",Facility Licence,2014/07/18,2014/07/18,2014/10/23,Oil/Bitumen Satellite,Equipment Failure,Internal corrosion,Equipment Failure,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2014/07/19,,,,,,,,,,,,,,,,,,Crude Oil,2.50000000000,2.50000000000,m3,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Salt/Produced Water,4.90000000000,4.90000000000,m3,Waste,0.00000000000,1.60000000000,m3,,,,,,,,,,,,,./0.png
"19972108",Release,16-32-067-09W5,"16","32","67","9","5",,,1997/03/31,1997/03/31,1997/03/31,Crude Oil Group Battery,Conversion,Conversion,Cumulative Release,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1997/03/31,,,,,,,,,,,,,,,,,,Crude Oil,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19771089",Release,04-33-067-09W5,"4","33","67","9","5",,,1977/11/17,1977/11/17,1979/03/26,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1979/03/26,,"999",Leak,N,88.900000000000006,5L B,3.180000000000000,,Operating,,,,,,,,,Crude Oil,2.00000000000,1.00000000000,m3,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19790077",Release,04-33-067-09W5,"4","33","67","9","5",,,1979/01/20,1979/01/20,1979/01/20,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1979/01/20,,"999",Leak,N,88.900000000000006,B,3.180000000000000,,Operating,,,,,,,,,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19790087",Release,04-33-067-09W5,"4","33","67","9","5",,,1979/01/23,1979/01/23,1979/01/23,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1979/01/23,,"999",Leak,Y,88.900000000000006,,3.180000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19790092",Release,04-33-067-09W5,"4","33","67","9","5",,,1979/01/27,1979/01/27,1979/01/29,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1979/01/29,,"999",Leak,Y,88.900000000000006,B,3.180000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19770402",Release,06-33-067-09W5,"6","33","67","9","5","6189",Pipeline Licence,1977/03/29,1977/03/29,1977/05/18,Water Pipeline,Conversion,Conversion,Corrosion At Girth Or Fillet Weld,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1977/05/18,"19110","13",Leak,N,88.900000000000006,X-52,4.780000000000000,,Operating,,,,,,,,,Fresh Water,127.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19800192",Release,09-33-067-09W5,"9","33","67","9","5","15082",Pipeline Licence,1980/02/24,1980/02/24,1980/04/29,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1980/04/29,"70305","19",Leak,N,88.900000000000006,000B,3.180000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19760391",Release,10-33-067-09W5,"10","33","67","9","5","6189",Pipeline Licence,1976/03/30,1976/03/30,1976/09/16,Water Pipeline,Conversion,Conversion,Corrosion At Girth Or Fillet Weld,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1976/09/16,"19107","1",Leak,N,88.900000000000006,0X52,4.780000000000000,,Operating,,,,,,,,,Salt/Produced Water,5.00000000000,2.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19780806",Release,10-33-067-09W5,"10","33","67","9","5",,,1978/10/23,1978/10/23,1979/12/12,Multiphase Pipeline,Conversion,Conversion,Overpressure Failure,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1979/12/12,,"999",Rupture,N,88.900000000000006,B,3.180000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,11.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19800193",Release,10-33-067-09W5,"10","33","67","9","5","0024409",Well Licence,1980/02/24,1980/02/24,1980/09/30,Oil Well,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1980/09/30,,,,,,,,,,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,2.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19951154",Release,10-33-067-09W5,"10","33","67","9","5","0024409",Well Licence,1995/05/08,1995/05/08,1995/05/30,Service Well,Conversion,Conversion,Vandalism/Damage Others,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1995/05/30,,,,,,,,,,,,,,,,,,Salt/Produced Water,30.00000000000,16.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19861456",Release,11-33-067-09W5,"11","33","67","9","5","6189",Pipeline Licence,1986/11/06,1986/11/06,1986/11/06,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1986/11/06,"19110","13",Leak,N,88.900000000000006,0X52,4.780000000000000,,Operating,,,,,,,,,Fresh Water,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19760322",Release,12-33-067-09W5,"12","33","67","9","5",,,1976/03/12,1976/03/12,1976/09/16,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0246",Petro-Canada,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1976/09/16,,"999",Leak,N,88.900000000000006,LX42,3.180000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,0.00000000000,m3,Salt/Produced Water,7.00000000000,5.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20090780",Release,13-01-067-10W5,"13","1","67","10","5","6802",Pipeline Licence,2009/04/15,2009/04/15,2009/08/07,Multiphase Pipeline,Procedural or Design,Construction,Corrosion External,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,,,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2009/04/15,"22721","23",Leak,N,88.900000000000006,B,3.180000000000000,3.630000000000000,Operating,,5L,Steel,3450.000000000000000,"20",Welded,YJ,Uncoated,Crude Oil,0.10000000000,0.10000000000,m3,Salt/Produced Water,0.10000000000,0.10000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19973108",Release,14-01-067-10W5,"14","1","67","10","5",,,1997/10/06,1997/10/06,2001/08/09,Natural Gas Pipeline,Conversion,Conversion,Unknown,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2001/08/09,,"999",Leak,N,0.000000000000000,,,,,,,,,,,,,Gas Production (Raw),2.00000000000,0.00000000000,103 m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
