X,Y,X,Y,Licence,CompName,Latitude,Longitude,KBE,GroundElev,SurfLoc,EDCT,RatingLev,LicStatus,LicStatDat,OpSurvProv,icon_url
-115.48229,55.014131,,,Y0001013,Shell Canada Limited(0T03),55.014130999999999,-115.482290000000006,816.299999999999955,816.299999999999955,08:32:06.000,BWL,J,RecExempt,25-Jan-53,,./0.png
-115.558545,55.043204,,,Y0001016,Shell Canada Limited(0T03),55.043204000000003,-115.558544999999995,992.700000000000045,992.700000000000045,08:11:07.000,BWL,J,RecExempt,28-Jan-53,,./0.png
-115.583926,55.050431,,,0006435C,Shell Canada Limited(0T03),55.050431000000003,-115.583926000000005,1105.000000000000000,1168.599999999999909,16:10:07.000,BWL,J,RecExempt,11-Feb-53,,./0.png
-115.520251,55.035974,,,Y0001014,Shell Canada Limited(0T03),55.035974000000003,-115.520251000000002,928.000000000000000,883.299999999999955,14:06:07.000,BWL,J,RecExempt,12-Feb-53,,./0.png
-115.58484,55.123538,,,Y0001017,Shell Canada Limited(0T03),55.123538000000003,-115.584840000000000,835.200000000000045,835.200000000000045,14:02:07.000,BWL,J,RecExempt,14-Feb-53,,./0.png
-115.476012,55.010524,,,0006435A,Shell Canada Limited(0T03),55.010523999999997,-115.476011999999997,797.000000000000000,817.200000000000045,01:32:06.000,BWL,J,RecExempt,22-May-53,,./0.png
-115.552262,55.039593,,,0006435B,Shell Canada Limited(0T03),55.039593000000004,-115.552261999999999,974.000000000000000,993.799999999999955,01:11:07.000,BWL,J,RecExempt,22-May-53,,./0.png
-115.591137,55.12715,,,0006435D,Shell Canada Limited(0T03),55.127150000000000,-115.591137000000003,839.000000000000000,825.100000000000023,13:02:07.000,BWL,J,RecExempt,22-May-53,,./0.png
-115.526534,55.039578,,,0006435E,Shell Canada Limited(0T03),55.039577999999999,-115.526533999999998,905.000000000000000,884.299999999999955,13:06:07.000,BWL,J,RecExempt,22-May-53,,./0.png
-115.268227,55.101432,,,0006615A,Gulf Canada Limited(0002),55.101432000000003,-115.268226999999996,775.000000000000000,0.900000000000000,05:35:07.000,BWL,J,RecExempt,04-Jul-53,,./0.png
-115.218731,55.099816,,,0006615B,Gulf Canada Limited(0002),55.099815999999997,-115.218731000000005,874.000000000000000,0.900000000000000,04:31:07.000,BWL,J,RecExempt,04-Jul-53,,./0.png
-115.294743,55.067741,,,0006615C,Gulf Canada Limited(0002),55.067740999999998,-115.294742999999997,718.000000000000000,0.900000000000000,13:15:07.000,BWL,J,RecExempt,04-Jul-53,,./0.png
-115.569751,55.151249,,,"7520","White, J.B.(0G66)",55.151249000000000,-115.569750999999997,802.799999999999955,799.799999999999955,09:14:07.000,BWL,J,RecExempt,10-Jan-54,,./0.png
