X,Y,X,Y,Licence,CompName,Latitude,Longitude,KBE,GroundElev,SurfLoc,EDCT,RatingLev,LicStatus,LicStatDat,OpSurvProv,icon_url
-115.230256,54.946948,,,"18458",ACCEL Canada Holdings Limited(A7ND),54.946947999999999,-115.230255999999997,843.100000000000023,843.100000000000023,10:01:06.000,BWL,J,Issued,08-Jan-60,,./0.png
-115.421744,54.830565,,,"18463",Canadian Natural Resources Limited(0HE9),54.830565000000000,-115.421744000000004,961.600000000000023,958.299999999999955,12:26:06.000,BWL,J,Issued,08-Jan-60,,./0.png
-115.433854,54.808364,,,"18467",Canadian Natural Resources Limited(0HE9),54.808363999999997,-115.433853999999997,997.899999999999977,994.600000000000023,02:22:06.000,BWL,J,Issued,08-Jan-60,,./0.png
-115.497274,54.735977,,,"17832",BP Canada Energy Group ULC(A62D),54.735976999999998,-115.497274000000004,1193.900000000000091,1189.599999999999909,02:30:06.000,BWL,J,RecExempt,15-Jan-60,,./0.png
-115.548329,54.983079,,,"18267",Paramount Resources Ltd.(0AW4),54.983078999999996,-115.548328999999995,869.299999999999955,865.000000000000000,04:24:06.000,BWL,J,RecExempt,17-Jan-60,,./0.png
-115.497978,54.968771,,,"18277",Paramount Resources Ltd.(0AW4),54.968770999999997,-115.497978000000003,906.799999999999955,902.500000000000000,04:17:06.000,BWL,J,RecExempt,17-Jan-60,,./0.png
-115.497979,54.772002,,,"18542",Canadian Natural Resources Limited(0HE9),54.772002000000001,-115.497979000000001,1192.400000000000091,1190.200000000000045,12:05:06.000,BWL,J,Issued,20-Jan-60,,./0.png
-115.522899,54.750444,,,"18574",Canadian Natural Resources Limited(0HE9),54.750444000000002,-115.522898999999995,1276.200000000000045,1271.900000000000091,02:36:06.000,BWL,J,Issued,26-Jan-60,,./0.png
-115.459777,54.823555,,,"18588",Canadian Natural Resources Limited(0HE9),54.823554999999999,-115.459777000000003,972.000000000000000,968.299999999999955,02:28:06.000,BWL,J,Issued,27-Jan-60,,./0.png
-115.434797,54.764999,,,"18590",Canadian Natural Resources Limited(0HE9),54.764999000000003,-115.434797000000003,1270.400000000000091,1266.700000000000045,02:03:06.000,BWL,J,Issued,28-Jan-60,,./0.png
-115.434929,54.794262,,,"18598",Canadian Natural Resources Limited(0HE9),54.794262000000003,-115.434928999999997,1042.700000000000045,1038.799999999999955,02:15:06.000,BWL,J,Issued,29-Jan-60,,./0.png
-115.510806,54.77238,,,"18647",Canadian Natural Resources Limited(0HE9),54.772379999999998,-115.510806000000002,1201.200000000000045,1197.299999999999955,10:06:06.000,BWL,J,Issued,03-Feb-60,,./0.png
-115.460746,54.808995,,,"18656",Canadian Natural Resources Limited(0HE9),54.808995000000003,-115.460746000000000,954.299999999999955,950.100000000000023,02:21:06.000,BWL,J,Issued,04-Feb-60,,./0.png
-115.472317,54.801932,,,"18729",Canadian Natural Resources Limited(0HE9),54.801932000000001,-115.472317000000004,961.899999999999977,958.000000000000000,12:16:06.000,BWL,J,Issued,17-Feb-60,,./0.png
-115.409186,54.946909,,,"18449",Imperial Oil Resources Limited(0007),54.946908999999998,-115.409186000000005,953.700000000000045,950.100000000000023,10:02:06.000,BWL,J,RecExempt,18-Feb-60,,./0.png
-115.523411,54.964959,,,"18273",BP Canada Energy Group ULC(A62D),54.964959000000000,-115.523410999999996,921.100000000000023,921.100000000000023,13:07:06.000,BWL,J,RecExempt,01-Mar-60,,./0.png
-115.714242,54.917804,,,"18471",Paramount Resources Ltd.(0AW4),54.917803999999997,-115.714241999999999,1103.099999999999909,1099.099999999999909,10:26:06.000,BWL,J,RecExempt,02-Mar-60,,./0.png
-115.523366,54.844998,,,"18813",Canadian Natural Resources Limited(0HE9),54.844997999999997,-115.523365999999996,1051.900000000000091,1047.599999999999909,12:31:06.000,BWL,J,Issued,04-Mar-60,,./0.png
-115.320301,54.954148,,,"18756",Imperial Oil Resources Limited(0007),54.954148000000004,-115.320301000000001,793.100000000000023,789.399999999999977,04:09:06.000,BWL,J,RecExempt,19-Mar-60,,./0.png
-115.522336,54.755441,,,"18961",Canadian Natural Resources Limited(0HE9),54.755440999999998,-115.522335999999996,1291.099999999999909,1286.900000000000091,07:36:06.000,BWL,J,Issued,27-Apr-60,,./0.png
-115.523291,54.801461,,,"19473",Canadian Natural Resources Limited(0HE9),54.801461000000003,-115.523291000000000,999.100000000000023,995.200000000000045,12:18:06.000,BWL,J,Issued,03-Aug-60,,./0.png
-115.497979,54.801473,,,"19474",Canadian Natural Resources Limited(0HE9),54.801473000000001,-115.497979000000001,979.600000000000023,975.399999999999977,12:17:06.000,BWL,J,Issued,03-Aug-60,,./0.png
-115.498762,54.8162,,,"19475",Canadian Natural Resources Limited(0HE9),54.816200000000002,-115.498761999999999,1033.299999999999955,1029.000000000000000,12:20:06.000,BWL,J,Issued,04-Aug-60,,./0.png
-115.511524,54.794522,,,"19477",Canadian Natural Resources Limited(0HE9),54.794522000000001,-115.511523999999994,1054.000000000000000,1050.000000000000000,02:18:06.000,BWL,J,Issued,04-Aug-60,,./0.png
-115.498782,54.830107,,,"19479",Canadian Natural Resources Limited(0HE9),54.830106999999998,-115.498782000000006,1074.400000000000091,1070.200000000000045,12:29:06.000,BWL,J,Issued,04-Aug-60,,./0.png
-115.510817,54.808702,,,"19621",Canadian Natural Resources Limited(0HE9),54.808701999999997,-115.510817000000003,1018.299999999999955,1014.399999999999977,02:19:06.000,BWL,J,Issued,02-Sep-60,,./0.png
-115.510586,54.823609,,,"19622",Canadian Natural Resources Limited(0HE9),54.823608999999998,-115.510586000000004,1109.500000000000000,1105.799999999999955,02:30:06.000,BWL,J,Issued,02-Sep-60,,./0.png
-115.485767,54.808711,,,"19641",Canadian Natural Resources Limited(0HE9),54.808711000000002,-115.485766999999996,1003.700000000000045,1000.399999999999977,02:20:06.000,BWL,J,Issued,06-Sep-60,,./0.png
-115.460022,54.837802,,,"19809",Canadian Natural Resources Limited(0HE9),54.837802000000003,-115.460021999999995,984.799999999999955,981.200000000000045,02:33:06.000,BWL,J,Issued,05-Oct-60,,./0.png
-115.561678,54.801468,,,"19614",ExxonMobil Canada Resources Company(A0NG),54.801468000000000,-115.561678000000001,1043.000000000000000,1039.400000000000091,10:14:06.000,BWL,J,RecExempt,15-Oct-60,,./0.png
-115.486129,54.823345,,,"19880",Canadian Natural Resources Limited(0HE9),54.823345000000003,-115.486129000000005,1042.700000000000045,1039.400000000000091,02:29:06.000,BWL,J,Issued,24-Oct-60,,./0.png
-115.459989,54.779902,,,"19893",Canadian Natural Resources Limited(0HE9),54.779902000000000,-115.459988999999993,1089.099999999999909,1085.099999999999909,02:09:06.000,BWL,J,Issued,27-Oct-60,,./0.png
-115.523391,54.765162,,,"19954",Canadian Natural Resources Limited(0HE9),54.765161999999997,-115.523391000000004,1282.299999999999955,1278.299999999999955,04:06:06.000,BWL,J,Issued,08-Nov-60,,./0.png
