X,Y,X,Y,Licence,CompName,Latitude,Longitude,KBE,GroundElev,SurfLoc,EDCT,RatingLev,LicStatus,LicStatDat,OpSurvProv,auxiliary_,icon_url
-115.384187,54.750447,,,"0023087",Canadian Natural Resources Limited(0HE9),54.750447000000001,-115.384186999999997,1247.500000000000000,1243.900000000000091,04:36:06.000,BWL,J,Issued,02 Oct 1962,,,
-115.522183,54.909908,,,"0023117",Acquisition Oil Corp.(A7N3),54.909908000000001,-115.522182999999998,1246.200000000000045,1240.799999999999955,04:30:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.522183,54.909908,,,"0023117",Acquisition Oil Corp.(A7N3),54.909908000000001,-115.522182999999998,1246.200000000000045,1240.799999999999955,04:30:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.535559,54.903262,,,"0023121",Acquisition Oil Corp.(A7N3),54.903261999999998,-115.535559000000006,1181.400000000000091,1181.099999999999909,10:24:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.422135,54.736006,,,"0023137",Canadian Natural Resources Limited(0HE9),54.736006000000003,-115.422134999999997,1184.500000000000000,1180.799999999999955,02:27:06.000,BWL,J,Suspension,10 Oct 2006,,,
-115.497992,54.946904,,,"0023139",Acquisition Oil Corp.(A7N3),54.946904000000004,-115.497991999999996,1001.899999999999977,997.899999999999977,12:05:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.344819,54.77292,,,"0023155",Canadian Natural Resources Limited(0HE9),54.772919999999999,-115.344819000000001,1186.299999999999955,1184.099999999999909,12:05:06.000,BWL,J,Suspension,10 Oct 2006,,,
-115.358335,54.787116,,,"0023157",Canadian Natural Resources Limited(0HE9),54.787115999999997,-115.358334999999997,1082.000000000000000,1078.700000000000045,10:07:06.000,BWL,J,Suspension,28 Jul 2016,,,
-115.359556,54.772548,,,"0023202",Canadian Natural Resources Limited(0HE9),54.772548000000000,-115.359555999999998,1189.900000000000091,1186.000000000000000,10:06:06.000,BWL,J,Issued,23 Oct 1962,,,
-115.523738,54.881278,,,"0023228",Acquisition Oil Corp.(A7N3),54.881278000000002,-115.523737999999994,1024.099999999999909,1020.500000000000000,04:18:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.371009,54.808587,,,"0023261",Canadian Natural Resources Limited(0HE9),54.808587000000003,-115.371009000000001,984.200000000000045,979.899999999999977,04:19:06.000,BWL,J,Suspension,30 Sep 2012,,,
-115.371009,54.808587,,,"0023261",Canadian Natural Resources Limited(0HE9),54.808587000000003,-115.371009000000001,984.200000000000045,979.899999999999977,04:19:06.000,BWL,J,Suspension,30 Sep 2012,,,
-115.371119,54.80142,,,"0023262",Canadian Natural Resources Limited(0HE9),54.801420000000000,-115.371118999999993,1009.500000000000000,1005.500000000000000,12:18:06.000,BWL,J,Issued,02 Nov 1962,,,
-115.523364,54.888989,,,"0023268",Acquisition Oil Corp.(A7N3),54.888989000000002,-115.523364000000001,1066.200000000000045,1061.900000000000091,12:18:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.445415,54.922954,,,"0023269",Acquisition Oil Corp.(A7N3),54.922953999999997,-115.445414999999997,1134.500000000000000,1130.799999999999955,13:27:06.000,BWL,J,Abandoned,07 Mar 2007,,,./1.png
-115.243808,54.968938,,,"0023278",ACCEL Canada Holdings Limited(A7ND),54.968938000000001,-115.243808000000001,805.000000000000000,801.000000000000000,04:13:06.000,BWL,J,Suspension,21 Jan 2020,,,
-115.370976,54.765114,,,"0023285",Canadian Natural Resources Limited(0HE9),54.765113999999997,-115.370975999999999,1230.200000000000045,1225.900000000000091,04:06:06.000,BWL,J,Issued,06 Nov 1962,,,
-115.511089,54.895931,,,"0023286",Acquisition Oil Corp.(A7N3),54.895930999999997,-115.511088999999998,1084.200000000000045,1080.500000000000000,02:19:06.000,BWL,J,Issued,06 Nov 1962,,,
-115.435085,54.902918,,,"0023300",Acquisition Oil Corp.(A7N3),54.902918000000000,-115.435085000000001,990.299999999999955,986.600000000000023,10:22:06.000,BWL,J,Suspension,21 Oct 2015,,,
-115.535873,54.874455,,,"0023305",Acquisition Oil Corp.(A7N3),54.874454999999998,-115.535872999999995,1021.100000000000023,1017.100000000000023,10:12:06.000,BWL,J,Issued,07 Nov 1962,,,
-115.422519,54.88107,,,"0023349",Acquisition Oil Corp.(A7N3),54.881070000000001,-115.422518999999994,917.100000000000023,913.200000000000045,04:14:06.000,BWL,J,Abandoned,22 Oct 1997,,,./1.png
-115.345301,54.837719,,,"0023398",Razor Energy Corp.(A7L1),54.837719000000000,-115.345301000000006,898.600000000000023,895.200000000000045,04:32:06.000,BWL,J,Suspension,17 Oct 2014,,,
-115.396318,54.866876,,,"0023400",Razor Energy Corp.(A7L1),54.866875999999998,-115.396317999999994,943.100000000000023,939.100000000000023,04:12:06.000,BWL,J,Suspension,13 Jun 2017,,,
-115.599645,54.953861,,,"0023409",BHP Billiton Canada Inc.(A5A1),54.953861000000003,-115.599644999999995,1034.799999999999955,1030.799999999999955,04:10:06.000,BWL,J,RecExempt,14 Jan 1963,,,./0.png
-115.536636,54.888467,,,"0023415",Acquisition Oil Corp.(A7N3),54.888466999999999,-115.536636000000001,1125.900000000000091,1125.900000000000091,10:13:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.256696,54.961363,,,"0023418",ACCEL Canada Holdings Limited(A7ND),54.961362999999999,-115.256696000000005,809.899999999999977,805.899999999999977,10:11:06.000,BWL,J,Suspension,30 Jun 2014,,,
-115.409184,54.917821,,,"0023426",Acquisition Oil Corp.(A7N3),54.917821000000004,-115.409183999999996,944.600000000000023,940.899999999999977,10:26:06.000,BWL,J,Suspension,16 Jul 2007,,,
-115.510903,54.903158,,,"0023427",Acquisition Oil Corp.(A7N3),54.903157999999998,-115.510902999999999,1175.000000000000000,1170.400000000000091,10:19:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.524064,54.896022,,,"0023429",Acquisition Oil Corp.(A7N3),54.896022000000002,-115.524063999999996,1082.299999999999955,1077.799999999999955,04:19:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.395605,54.764935,,,"0023471",Canadian Natural Resources Limited(0HE9),54.764935000000001,-115.395605000000003,1135.700000000000045,1131.700000000000045,04:01:06.000,BWL,J,Issued,07 Dec 1962,,,
-115.371027,54.815919,,,"0023477",Canadian Natural Resources Limited(0HE9),54.815919000000001,-115.371026999999998,954.000000000000000,949.799999999999955,12:19:06.000,BWL,J,Issued,10 Dec 1962,,,
-115.333571,54.881576,,,"0023482",Razor Energy Corp.(A7L1),54.881576000000003,-115.333571000000006,846.399999999999977,843.100000000000023,02:17:06.000,BWL,J,Abandoned,30 Jul 2004,,,./1.png
-115.586761,54.917468,,,"0023498",Devon Canada Corporation(0K29),54.917468000000000,-115.586760999999996,1256.099999999999909,1251.799999999999955,10:27:06.000,BWL,J,RecExempt,19 Jan 1963,,,./0.png
-115.549281,54.830725,,,"0023502",Canadian Natural Resources Limited(0HE9),54.830725000000001,-115.549280999999993,1178.400000000000091,1174.099999999999909,12:25:06.000,BWL,J,Suspension,28 Dec 2007,,,
-115.548807,54.815896,,,"0023504",Canadian Natural Resources Limited(0HE9),54.815896000000002,-115.548806999999996,1156.700000000000045,1152.400000000000091,12:24:06.000,BWL,J,Issued,12 Dec 1962,,,
-115.256027,54.990551,,,"0023551",Cardinal Energy Ltd.(A6A7),54.990551000000004,-115.256027000000003,774.600000000000023,769.899999999999977,10:23:06.000,BWL,J,Amended,13 Sep 1993,,,
-115.256027,54.990551,,,"0023551",Cardinal Energy Ltd.(A6A7),54.990551000000004,-115.256027000000003,774.600000000000023,769.899999999999977,10:23:06.000,BWL,J,Amended,13 Sep 1993,,,
-115.574217,54.895953,,,"0023573",Acquisition Oil Corp.(A7N3),54.895952999999999,-115.574217000000004,1258.200000000000045,1258.200000000000045,04:23:06.000,BWL,J,Abandoned,25 Nov 1999,,,./1.png
-115.384181,54.873838,,,"0023575",Dekalb Petroleum Corporation(0305),54.873837999999999,-115.384180999999998,930.200000000000045,926.299999999999955,10:12:06.000,BWL,J,RecExempt,24 Jan 1963,,,./0.png
-115.244171,54.960971,,,"0023579",ACCEL Canada Holdings Limited(A7ND),54.960971000000001,-115.244170999999994,847.000000000000000,843.100000000000023,12:12:06.000,BWL,J,Issued,31 Dec 1962,,,
-115.408809,54.903113,,,"0023588",Devon Canada Corporation(0K29),54.903112999999998,-115.408809000000005,945.200000000000045,941.200000000000045,10:23:06.000,BWL,J,RecExempt,09 Feb 1963,,,./0.png
-115.409903,54.888298,,,"0023589",ARC Resources Ltd.(0G30),54.888297999999999,-115.409903000000000,898.899999999999977,894.000000000000000,10:14:06.000,BWL,J,RecExempt,31 Dec 1998,,,./0.png
-115.384464,54.765169,,,"0023598",Canadian Natural Resources Limited(0HE9),54.765169000000000,-115.384463999999994,1135.099999999999909,1131.400000000000091,02:01:06.000,BWL,J,Suspension,28 Jun 2017,,,
-115.193268,54.946521,,,"0023609",ACCEL Canada Holdings Limited(A7ND),54.946520999999997,-115.193268000000003,902.500000000000000,898.600000000000023,12:05:06.000,BWL,J,Issued,07 Jan 1963,,,
-115.231276,54.954131,,,"0023610",ACCEL Canada Holdings Limited(A7ND),54.954130999999997,-115.231275999999994,847.299999999999955,843.700000000000045,02:12:06.000,BWL,J,Issued,07 Jan 1963,,,
-115.536665,54.881497,,,"0023614",Acquisition Oil Corp.(A7N3),54.881497000000003,-115.536664999999999,1096.700000000000045,1096.700000000000045,02:13:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.739211,55.019353,,,"0023615",ExxonMobil Canada Resources Company(A0NG),55.019353000000002,-115.739210999999997,898.200000000000045,894.000000000000000,10:34:06.000,BWL,J,RecExempt,18 Feb 1963,,,./0.png
-115.536241,54.859585,,,"0023652",Acquisition Oil Corp.(A7N3),54.859585000000003,-115.536241000000004,958.899999999999977,954.299999999999955,10:01:06.000,BWL,J,Abandoned,13 Sep 2011,,,./1.png
-115.536241,54.859585,,,"0023652",Acquisition Oil Corp.(A7N3),54.859585000000003,-115.536241000000004,958.899999999999977,954.299999999999955,10:01:06.000,BWL,J,Abandoned,13 Sep 2011,,,./1.png
-115.523399,54.903245,,,"0023653",Acquisition Oil Corp.(A7N3),54.903244999999998,-115.523398999999998,1151.799999999999955,1147.599999999999909,12:19:06.000,BWL,J,Abandoned,23 Mar 2007,,,./1.png
-115.231276,54.968766,,,"0023656",ACCEL Canada Holdings Limited(A7ND),54.968766000000002,-115.231275999999994,826.899999999999977,822.700000000000045,02:13:06.000,BWL,J,Issued,15 Jan 1963,,,
-115.384077,54.772622,,,"0023658",Canadian Natural Resources Limited(0HE9),54.772621999999998,-115.384077000000005,1097.599999999999909,1093.599999999999909,10:01:06.000,BWL,J,Issued,16 Jan 1963,,,
-115.446968,54.88845,,,"0023671",Acquisition Oil Corp.(A7N3),54.888449999999999,-115.446967999999998,944.899999999999977,941.500000000000000,12:15:06.000,BWL,J,Suspension,30 Sep 2008,,,
-115.446968,54.88845,,,"0023671",Acquisition Oil Corp.(A7N3),54.888449999999999,-115.446967999999998,944.899999999999977,941.500000000000000,12:15:06.000,BWL,J,Suspension,30 Sep 2008,,,
-115.536596,54.896106,,,"0023680",Acquisition Oil Corp.(A7N3),54.896106000000003,-115.536596000000003,1152.400000000000091,1152.400000000000091,02:24:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.371335,54.823318,,,"0023699",Razor Energy Corp.(A7L1),54.823318000000000,-115.371335000000002,916.500000000000000,912.299999999999955,04:30:06.000,BWL,J,Issued,24 Jan 1963,,,
-115.34523,54.779468,,,"0023708",Canadian Natural Resources Limited(0HE9),54.779468000000001,-115.345230000000001,1146.000000000000000,1141.500000000000000,04:08:06.000,BWL,J,Issued,28 Jan 1963,,,
-115.20589,54.93982,,,"0023709",ACCEL Canada Holdings Limited(A7ND),54.939819999999997,-115.205889999999997,878.700000000000045,874.500000000000000,02:06:06.000,BWL,J,Issued,28 Jan 1963,,,
-115.218396,54.961346,,,"0023711",ACCEL Canada Holdings Limited(A7ND),54.961345999999999,-115.218395999999998,867.200000000000045,862.899999999999977,12:07:06.000,BWL,J,Issued,28 Jan 1963,,,
-115.218345,54.946896,,,"0023712",ACCEL Canada Holdings Limited(A7ND),54.946896000000002,-115.218344999999999,852.500000000000000,848.299999999999955,12:06:06.000,BWL,J,Suspension,30 Sep 2014,,,
-115.460032,54.895979,,,"0023741",Acquisition Oil Corp.(A7N3),54.895978999999997,-115.460031999999998,1010.000000000000000,996.399999999999977,02:21:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.155067,54.874172,,,"0023754",BHP Billiton Canada Inc.(A5A1),54.874172000000002,-115.155067000000003,1014.399999999999977,1010.399999999999977,10:09:06.000,BWL,J,RecExempt,08 Mar 1963,,,./0.png
-115.370886,55.048683,,,"0023755",Suncor Energy Inc.(0054),55.048682999999997,-115.370885999999999,743.000000000000000,727.899999999999977,12:07:07.000,BWL,J,RecExempt,05 Mar 1963,,,./0.png
-115.346651,54.757668,,,"0023771",Aspenleaf Energy Limited(A74X),54.757668000000002,-115.346650999999994,1203.000000000000000,1198.799999999999955,10:31:06.000,BWL,J,Issued,07 Feb 1963,,,
-115.574172,55.077715,,,"0023789",Cardinal Energy Ltd.(A6A7),55.077714999999998,-115.574172000000004,894.799999999999955,890.000000000000000,12:23:07.000,BWL,J,Amended,19 Jan 2002,,,
-115.574172,55.077715,,,"0023789",Cardinal Energy Ltd.(A6A7),55.077714999999998,-115.574172000000004,894.799999999999955,890.000000000000000,12:23:07.000,BWL,J,Amended,19 Jan 2002,,,
-115.370888,54.830538,,,"0023790",Razor Energy Corp.(A7L1),54.830537999999997,-115.370887999999994,912.000000000000000,908.600000000000023,12:30:06.000,BWL,J,Suspension,22 Dec 2005,,,
-115.421742,54.895972,,,"0023799",Acquisition Oil Corp.(A7N3),54.895972000000000,-115.421741999999995,937.600000000000023,933.600000000000023,04:23:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.409158,54.845016,,,"0023803",Canadian Natural Resources Limited(0HE9),54.845016000000001,-115.409158000000005,993.299999999999955,989.100000000000023,10:35:06.000,BWL,J,Suspension,01 Apr 2013,,,
-115.446886,54.896111,,,"0023804",Acquisition Oil Corp.(A7N3),54.896110999999998,-115.446886000000006,996.100000000000023,991.500000000000000,04:22:06.000,BWL,J,Abandoned,09 Feb 2008,,,./1.png
-115.434088,54.881813,,,"0023816",Acquisition Oil Corp.(A7N3),54.881813000000001,-115.434088000000003,882.200000000000045,875.600000000000023,02:15:06.000,BWL,J,Amended,25 Aug 2000,,,
-115.434088,54.881813,,,"0023816",Acquisition Oil Corp.(A7N3),54.881813000000001,-115.434088000000003,882.200000000000045,875.600000000000023,02:15:06.000,BWL,J,Amended,25 Aug 2000,,,
-115.268934,54.997569,,,"0023841",Cardinal Energy Ltd.(A6A7),54.997568999999999,-115.268934000000002,743.399999999999977,739.399999999999977,04:26:06.000,BWL,J,Abandoned,07 Feb 2012,,,./1.png
-115.244118,54.982934,,,"0023860",Cardinal Energy Ltd.(A6A7),54.982934000000000,-115.244118000000000,807.700000000000045,803.500000000000000,04:24:06.000,BWL,J,Issued,21 Feb 1963,,,
-115.294472,54.866847,,,"0023884",Razor Energy Corp.(A7L1),54.866847000000000,-115.294471999999999,916.200000000000045,912.000000000000000,04:10:06.000,BWL,J,Suspension,27 Jun 2010,,,
-115.45933,54.910881,,,"0023896",Acquisition Oil Corp.(A7N3),54.910881000000003,-115.459329999999994,1104.000000000000000,1104.000000000000000,02:28:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.548154,54.881493,,,"0023906",Acquisition Oil Corp.(A7N3),54.881492999999999,-115.548153999999997,1075.900000000000091,1075.900000000000091,04:13:06.000,BWL,J,Suspension,10 Dec 2007,,,
-115.332824,54.845108,,,"0023911",Razor Energy Corp.(A7L1),54.845108000000003,-115.332824000000002,912.600000000000023,907.700000000000045,10:32:06.000,BWL,J,Issued,28 Feb 1963,,,
-115.358526,54.793885,,,"0023916",Canadian Natural Resources Limited(0HE9),54.793885000000003,-115.358525999999998,1041.799999999999955,1036.000000000000000,02:18:06.000,BWL,J,Issued,01 Mar 1963,,,
-115.383761,54.844998,,,"0023924",Razor Energy Corp.(A7L1),54.844997999999997,-115.383761000000007,941.799999999999955,937.899999999999977,10:36:06.000,BWL,J,Suspension,22 Dec 2005,,,
-115.358658,54.76481,,,"0023925",Canadian Natural Resources Limited(0HE9),54.764809999999997,-115.358658000000005,1237.799999999999955,1232.900000000000091,02:06:06.000,BWL,J,Suspension,11 Oct 2006,,,
-115.218397,54.932259,,,"0023940",ACCEL Canada Holdings Limited(A7ND),54.932259000000002,-115.218396999999996,865.600000000000023,862.299999999999955,12:31:06.000,BWL,J,Suspension,15 Sep 2017,,,
-115.205868,54.96134,,,"0023961",ACCEL Canada Holdings Limited(A7ND),54.961340000000000,-115.205867999999995,889.100000000000023,884.799999999999955,10:07:06.000,BWL,J,Issued,08 Mar 1963,,,
-115.46004,54.92506,,,"0023962",Canadian Natural Resources Limited(0HE9),54.925060000000002,-115.460040000000006,1110.700000000000045,1104.299999999999955,02:33:06.000,BWL,J,RecCertified,31 Dec 1998,,,
-115.384261,54.757764,,,"0023980",Canadian Natural Resources Limited(0HE9),54.757764000000002,-115.384260999999995,1236.000000000000000,1231.700000000000045,12:36:06.000,BWL,J,Issued,14 Mar 1963,,,
-115.26922,54.983647,,,"0023988",Cardinal Energy Ltd.(A6A7),54.983646999999998,-115.269220000000004,747.700000000000045,743.700000000000045,04:23:06.000,BWL,J,Issued,18 Mar 1963,,,
-115.26922,55.011914,,,"0023989",BP Canada Energy Group ULC(A62D),55.011913999999997,-115.269220000000004,737.000000000000000,732.700000000000045,04:35:06.000,BWL,J,RecExempt,31 Dec 1998,,,./0.png
-115.269234,54.976002,,,"0024027",ACCEL Canada Holdings Limited(A7ND),54.976002000000001,-115.269233999999997,763.200000000000045,759.299999999999955,12:14:06.000,BWL,J,Issued,29 Mar 1963,,,
-115.371786,54.757661,,,"0024035",Canadian Natural Resources Limited(0HE9),54.757660999999999,-115.371786000000000,1239.900000000000091,1236.000000000000000,10:36:06.000,BWL,J,Suspension,31 Jan 2012,,,
-115.548796,54.837771,,,"0024222",Devon Canada Corporation(0K29),54.837770999999996,-115.548795999999996,1113.400000000000091,1109.200000000000045,04:36:06.000,BWL,J,RecExempt,31 Dec 1998,,,./0.png
-115.282002,54.990433,,,"0024250",Cardinal Energy Ltd.(A6A7),54.990433000000003,-115.282002000000006,735.600000000000023,731.299999999999955,10:22:06.000,BWL,J,Suspension,30 Sep 2018,Sour,,
-115.282002,54.990433,,,"0024250",Cardinal Energy Ltd.(A6A7),54.990433000000003,-115.282002000000006,735.600000000000023,731.299999999999955,10:22:06.000,BWL,J,Suspension,30 Sep 2018,Sour,,
-115.383044,54.903174,,,"0024332",Acquisition Oil Corp.(A7N3),54.903174000000000,-115.383043999999998,914.700000000000045,911.000000000000000,10:24:06.000,BWL,J,Issued,17 Jun 1963,,,
-115.307039,54.859649,,,"0024362",Razor Energy Corp.(A7L1),54.859648999999997,-115.307039000000003,896.100000000000023,892.100000000000023,10:04:06.000,BWL,J,Suspension,22 Dec 2005,,,
-115.345487,54.765386,,,"0024377",Canadian Natural Resources Limited(0HE9),54.765385999999999,-115.345487000000006,1217.400000000000091,1210.700000000000045,04:05:06.000,BWL,J,Abandoned,15 Mar 2001,,,./1.png
-115.307543,54.84523,,,"0024409",Razor Energy Corp.(A7L1),54.845230000000001,-115.307542999999995,930.600000000000023,926.299999999999955,10:33:06.000,BWL,J,Suspension,22 Dec 2005,,,
-115.333573,54.765182,,,"0024435",Canadian Natural Resources Limited(0HE9),54.765182000000003,-115.333573000000001,1230.200000000000045,1226.200000000000045,02:05:06.000,BWL,J,Suspension,10 Oct 2006,,,
-115.320052,54.866881,,,"0024529",Razor Energy Corp.(A7L1),54.866880999999999,-115.320052000000004,879.000000000000000,874.799999999999955,04:09:06.000,BWL,J,Suspension,23 Jun 2010,,,
-115.358372,54.801776,,,"0024545",Canadian Natural Resources Limited(0HE9),54.801775999999997,-115.358372000000003,991.799999999999955,988.200000000000045,10:18:06.000,BWL,J,Issued,19 Jul 1963,,,
-115.371745,54.743206,,,"0024581",Canadian Natural Resources Limited(0HE9),54.743206000000001,-115.371745000000004,1217.700000000000045,1213.700000000000045,10:25:06.000,BWL,J,Suspension,28 Dec 2007,,,
-115.269234,55.005091,,,"0024619",Cardinal Energy Ltd.(A6A7),55.005091000000000,-115.269233999999997,742.100000000000023,737.299999999999955,12:26:06.000,BWL,J,Suspension,31 Mar 2017,,,
-115.269234,55.005091,,,"0024619",Cardinal Energy Ltd.(A6A7),55.005091000000000,-115.269233999999997,742.100000000000023,737.299999999999955,12:26:06.000,BWL,J,Suspension,31 Mar 2017,,,
-115.2814,54.983594,,,"0024620",Cardinal Energy Ltd.(A6A7),54.983593999999997,-115.281400000000005,744.600000000000023,740.399999999999977,02:22:06.000,BWL,J,Issued,06 Aug 1963,,,
-115.269234,54.990456,,,"0024621",Cardinal Energy Ltd.(A6A7),54.990456000000002,-115.269233999999997,742.500000000000000,738.200000000000045,12:23:06.000,BWL,J,Suspension,29 Dec 2006,,,
-115.256702,54.997867,,,"0024622",Cardinal Energy Ltd.(A6A7),54.997866999999999,-115.256702000000004,761.399999999999977,757.399999999999977,02:26:06.000,BWL,J,Issued,06 Aug 1963,,,
-115.256697,54.983235,,,"0024623",Cardinal Energy Ltd.(A6A7),54.983235000000001,-115.256697000000003,784.299999999999955,779.399999999999977,02:23:06.000,BWL,J,Amended,10 Jun 1999,,,
-115.256697,54.983235,,,"0024623",Cardinal Energy Ltd.(A6A7),54.983235000000001,-115.256697000000003,784.299999999999955,779.399999999999977,02:23:06.000,BWL,J,Amended,10 Jun 1999,,,
-115.370874,54.89595,,,"0024625",ConocoPhillips Canada Resources Corp.(A5G3),54.895949999999999,-115.370874000000001,863.500000000000000,859.500000000000000,04:19:06.000,BWL,J,RecExempt,31 Dec 1998,,,./0.png
-115.51088,55.026947,,,"0024646",Cardinal Energy Ltd.(A6A7),55.026947000000000,-115.510880000000000,881.299999999999955,876.600000000000023,02:06:07.000,BWL,J,Amended,13 Sep 1993,,,
-115.51088,55.026947,,,"0024646",Cardinal Energy Ltd.(A6A7),55.026947000000000,-115.510880000000000,881.299999999999955,876.600000000000023,02:06:07.000,BWL,J,Amended,13 Sep 1993,,,
-115.344844,54.794011,,,"0024672",Canadian Natural Resources Limited(0HE9),54.794010999999998,-115.344843999999995,1042.700000000000045,1038.500000000000000,04:17:06.000,BWL,J,Abandoned,14 Nov 2004,,,./1.png
-115.511616,54.889626,,,"0024687",Devon Canada Corporation(0K29),54.889626000000000,-115.511616000000004,1022.899999999999977,1022.899999999999977,10:18:06.000,BWL,J,RecExempt,31 Dec 1998,,,./0.png
-115.372447,54.750033,,,"0024725",Canadian Natural Resources Limited(0HE9),54.750033000000002,-115.372446999999994,1213.700000000000045,1209.400000000000091,02:36:06.000,BWL,J,Abandoned,04 Aug 2004,,,./1.png
-115.528407,54.740051,,,"0024731",Gulf Canada Limited(0002),54.740051000000001,-115.528407000000001,1194.500000000000000,1190.500000000000000,06:25:06.000,BWL,J,RecExempt,31 Dec 1998,,,./0.png
-115.446536,54.947145,,,"0024742",Devon Canada Corporation(0K29),54.947144999999999,-115.446535999999995,969.899999999999977,965.899999999999977,12:03:06.000,BWL,J,RecExempt,31 Dec 1998,,,./0.png
-115.294566,54.910202,,,"0024752",Razor Energy Corp.(A7L1),54.910201999999998,-115.294566000000003,829.700000000000045,824.799999999999955,04:27:06.000,BWL,J,Suspension,16 Oct 2014,,,
-115.358359,54.903174,,,"0024788",Acquisition Oil Corp.(A7N3),54.903174000000000,-115.358358999999993,897.600000000000023,893.399999999999977,10:19:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.308894,54.750765,,,"0024798",Aspenleaf Energy Limited(A74X),54.750765000000001,-115.308893999999995,1121.099999999999909,1117.400000000000091,04:33:06.000,BWL,J,Issued,10 Sep 1963,,,
-115.332793,54.779459,,,"0024822",Canadian Natural Resources Limited(0HE9),54.779459000000003,-115.332792999999995,1088.099999999999909,1082.000000000000000,02:08:06.000,BWL,J,Suspension,11 Oct 2006,,,
-115.294652,54.881669,,,"0024842",Razor Energy Corp.(A7L1),54.881669000000002,-115.294651999999999,872.899999999999977,868.100000000000023,04:15:06.000,BWL,J,Suspension,01 Dec 2016,,,
-115.548817,54.808682,,,"0024862",Canadian Natural Resources Limited(0HE9),54.808681999999997,-115.548817000000000,1106.099999999999909,1102.500000000000000,04:24:06.000,BWL,J,Suspension,21 Dec 2010,,,
-115.528502,54.761268,,,"0024906",Canadian Natural Resources Limited(0HE9),54.761268000000001,-115.528502000000003,1280.200000000000045,1275.000000000000000,14:36:06.000,BWL,J,Issued,02 Oct 1963,,,
-115.256693,54.954143,,,"0024960",ACCEL Canada Holdings Limited(A7ND),54.954143000000002,-115.256692999999999,812.299999999999955,808.299999999999955,02:11:06.000,BWL,J,Suspension,31 Jan 2011,,,
-115.282112,54.976004,,,"0024964",ACCEL Canada Holdings Limited(A7ND),54.976004000000003,-115.282111999999998,777.500000000000000,773.600000000000023,10:15:06.000,BWL,J,Issued,15 Oct 1963,,,
-115.282657,54.997739,,,"0024965",Ridgeback Resources Inc.(A7G2),54.997739000000003,-115.282657000000000,728.799999999999955,723.600000000000023,02:27:06.000,BWL,J,Issued,15 Oct 1963,,,
-115.243685,54.976319,,,"0024966",ACCEL Canada Holdings Limited(A7ND),54.976318999999997,-115.243684999999999,797.100000000000023,793.100000000000023,12:13:06.000,BWL,J,Issued,15 Oct 1963,,,
-115.231277,54.939678,,,"0024967",ACCEL Canada Holdings Limited(A7ND),54.939678000000001,-115.231277000000006,852.799999999999955,848.600000000000023,02:01:06.000,BWL,J,Issued,15 Oct 1963,,,
-115.434641,54.932219,,,"0024970",Acquisition Oil Corp.(A7N3),54.932219000000003,-115.434640999999999,1034.400000000000091,1031.099999999999909,10:34:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.434641,54.932219,,,"0024970",Acquisition Oil Corp.(A7N3),54.932219000000003,-115.434640999999999,1034.400000000000091,1031.099999999999909,10:34:06.000,BWL,J,Suspension,28 Dec 2006,,,
-115.548126,54.866458,,,"0024971",Acquisition Oil Corp.(A7N3),54.866458000000002,-115.548125999999996,987.200000000000045,983.000000000000000,04:12:06.000,BWL,J,Issued,15 Oct 1963,,,
-115.548788,55.056028,,,"0024980",Cardinal Energy Ltd.(A6A7),55.056027999999998,-115.548788000000002,953.700000000000045,949.799999999999955,04:13:07.000,BWL,J,Issued,17 Oct 1963,,,
-115.516729,54.732186,,,"0025021",Canadian Natural Resources Limited(0HE9),54.732185999999999,-115.516728999999998,1175.299999999999955,1171.299999999999955,16:24:06.000,BWL,J,Suspension,28 Dec 2007,,,
-115.528051,54.740051,,,"0025035",Canadian Natural Resources Limited(0HE9),54.740051000000001,-115.528051000000005,1194.500000000000000,1190.500000000000000,06:25:06.000,BWL,J,Suspension,27 Dec 2007,,,
-115.53551,54.794581,,,"0025041",Canadian Natural Resources Limited(0HE9),54.794581000000001,-115.535510000000002,1052.200000000000045,1048.799999999999955,02:13:06.000,BWL,J,Suspension,28 Dec 2007,,,
-115.320066,54.765191,,,"0025068",Aspenleaf Energy Limited(A74X),54.765191000000002,-115.320065999999997,1227.099999999999909,1223.500000000000000,04:04:06.000,BWL,J,Suspension,24 Jun 2009,,,
-115.510869,54.939674,,,"0025075",Acquisition Oil Corp.(A7N3),54.939673999999997,-115.510869000000000,1053.099999999999909,1053.099999999999909,02:06:06.000,BWL,J,Suspension,28 Dec 2006,,,
